"crosswalk_id","mechanism_id","orynth_repository","orynth_component","file_path","invariant_id","proof_id","test_id","baseline_commit","preexisting_status","correspondence_grade","review_status"
"US-CW-000153","US-CM-000153","ORYNTH-systems/orynth-constitutional-state-integrity","CONDITIONED EXECUTIVE AUTHORITY / TEMPORAL AUTHORITY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000154","US-CM-000154","ORYNTH-systems/orynth-constitutional-state-integrity","TEMPORALLY EXPIRING AUTHORITY ARCHITECTURE","04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000155","US-CM-000155","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-DUTY / INSTITUTIONAL-RECIPIENT CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-05-ADJUDICATED"
"US-CW-000156","US-CM-000156","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-RECOMMENDATION / AUTHORITY-SEPARATION CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-05-ADJUDICATED"
"US-CW-000157","US-CM-000157","ORYNTH-systems/orynth-constitutional-state-integrity","CONDITIONED EXECUTIVE PROCESS CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-05-ADJUDICATED"
"US-CW-000158","US-CM-000158","ORYNTH-systems/orynth-constitutional-state-integrity","CONFLICT-TRIGGERED EXECUTIVE PROCESS CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-05-ADJUDICATED"
"US-CW-000159","US-CM-000159","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-AUTHORITY / DIPLOMATIC-FUNCTION CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-05-ADJUDICATED"
"US-CW-000160","US-CM-000160","ORYNTH-systems/orynth-constitutional-state-integrity","CONSTITUTIONAL EXECUTION / AUTHORITY-GATED CONSEQUENCE ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000161","US-CM-000161","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-OFFICE ACTION / OPERATION-SCOPED AUTHORITY CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-05-ADJUDICATED"
"US-CW-000162","US-CM-000162","ORYNTH-systems/orynth-constitutional-state-integrity","MULTI-STAGE CONSTITUTIONAL EFFECT / AUTHORITY-SEPARATION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000163","US-CM-000163","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-AUTHORITY / CONSTITUTIONAL-VESTING ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000164","US-CM-000164","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-AUTHORITY / SOURCE-DEPENDENT INSTITUTIONAL VESTING ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000165","US-CM-000165","ORYNTH-systems/orynth-constitutional-state-integrity","TEMPORALLY CONDITIONED JUDICIAL AUTHORITY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000166","US-CM-000166","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-DUTY / COMPENSATION CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-05-ADJUDICATED"
"US-CW-000167","US-CM-000167","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-LIMITATION / NONDIMINUTION CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-05-ADJUDICATED"
"US-CW-000168","US-CM-000168","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / SOURCE-NEXUS ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000169","US-CM-000169","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / ACTOR-SCOPED CASE ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000170","US-CM-000170","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / DOMAIN-SCOPED ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000171","US-CM-000171","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / PARTY-SCOPED ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000172","US-CM-000172","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / MULTI-STATE PARTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000173","US-CM-000173","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / STATE-CITIZEN PARTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000174","US-CM-000174","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / CITIZENSHIP-SCOPED ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000175","US-CM-000175","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / COMPOSITE-PREDICATE ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000176","US-CM-000176","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / DOMESTIC-FOREIGN PARTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000177","US-CM-000177","ORYNTH-systems/orynth-constitutional-state-integrity","SUPREME-JUDICIAL / ORIGINAL-JURISDICTION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000178","US-CM-000178","ORYNTH-systems/orynth-constitutional-state-integrity","SUPREME-JUDICIAL / APPELLATE-JURISDICTION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000179","US-CM-000179","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-PROCESS / PROCEDURAL-PREREQUISITE CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-05-ADJUDICATED"
"US-CW-000180","US-CM-000180","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / TERRITORIAL-SCOPE ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-05-ADJUDICATED"
"US-CW-000181","US-CM-000181","ORYNTH-systems/orynth-constitutional-state-integrity","JURISDICTION-BOUND VENUE / LEGISLATIVE-DIRECTION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000182","US-CM-000182","ORYNTH-systems/orynth-constitutional-state-integrity","SCOPED-CONSTITUTIONAL-OFFENSE / NEGATIVE-SCOPE CONCEPT","00-governance/CANONICAL_AUTHORITY_POLICY.md","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-06-ADJUDICATED"
"US-CW-000183","US-CM-000183","ORYNTH-systems/orynth-constitutional-state-integrity","EVIDENTIARY-PATH / THRESHOLD CONCEPT","00-governance/CANONICAL_AUTHORITY_POLICY.md","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-06-ADJUDICATED"
"US-CW-000184","US-CM-000184","ORYNTH-systems/orynth-constitutional-state-integrity","ENUMERATED LEGISLATIVE POWER / OFFENSE-SCOPED AUTHORITY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000185","US-CM-000185","ORYNTH-systems/orynth-constitutional-state-integrity","PROHIBITION / CONSEQUENTIAL-EFFECT CONCEPT","00-governance/CANONICAL_AUTHORITY_POLICY.md","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-06-ADJUDICATED"
"US-CW-000186","US-CM-000186","ORYNTH-systems/orynth-constitutional-state-integrity","TEMPORALLY-BOUNDED CONSEQUENTIAL-EFFECT CONCEPT","00-governance/CANONICAL_AUTHORITY_POLICY.md","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-06-ADJUDICATED"
"US-CW-000187","US-CM-000187","ORYNTH-systems/orynth-constitutional-state-integrity","INTERSTATE RELATION / JURISDICTION-DUTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000188","US-CM-000188","ORYNTH-systems/orynth-constitutional-state-integrity","LEGISLATIVE EVIDENTIARY-RULE / FEDERAL-RELATIONS ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000189","US-CM-000189","ORYNTH-systems/orynth-constitutional-state-integrity","LEGISLATIVE EFFECT-RULE / FEDERAL-RELATIONS ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000190","US-CM-000190","ORYNTH-systems/orynth-constitutional-state-integrity","INTERSTATE ENTITLEMENT / JURISDICTION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000191","US-CM-000191","ORYNTH-systems/orynth-constitutional-state-integrity","INTERSTATE JURISDICTION / AUTHORIZED-ACTOR TRANSFER ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000192","US-CM-000192","ORYNTH-systems/orynth-constitutional-state-integrity","HISTORICAL-SOURCE / SUPERSESSION-AWARE PROHIBITION CONCEPT","00-governance/SOURCE_PRECEDENCE_POLICY.md","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-06-ADJUDICATED"
"US-CW-000193","US-CM-000193","ORYNTH-systems/orynth-constitutional-state-integrity","HISTORICAL-SOURCE / INTERSTATE-DELIVERY CONCEPT","00-governance/SOURCE_PRECEDENCE_POLICY.md","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-06-ADJUDICATED"
"US-CW-000194","US-CM-000194","ORYNTH-systems/orynth-constitutional-state-integrity","ENUMERATED LEGISLATIVE ADMISSION / FEDERAL-RELATIONS ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000195","US-CM-000195","ORYNTH-systems/orynth-constitutional-state-integrity","STATE-FORMATION JURISDICTION / NEGATIVE-CONSTRAINT ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000196","US-CM-000196","ORYNTH-systems/orynth-constitutional-state-integrity","FEDERAL-STATE MULTIPARTY CONCURRENCE ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000197","US-CM-000197","ORYNTH-systems/orynth-constitutional-state-integrity","ENUMERATED LEGISLATIVE PROPERTY-DISPOSITION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000198","US-CM-000198","ORYNTH-systems/orynth-constitutional-state-integrity","ENUMERATED LEGISLATIVE PROPERTY-RULEMAKING ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000199","US-CM-000199","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-PRESERVING INTERPRETIVE-CONSTRAINT CONCEPT","00-governance/CONSTITUTIONAL_NON_MUTATION.md","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C1","WAVE-06-ADJUDICATED"
"US-CW-000200","US-CM-000200","ORYNTH-systems/orynth-constitutional-state-integrity","FEDERAL-STATE GUARANTEE / PROTECTION-DUTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000201","US-CM-000201","ORYNTH-systems/orynth-constitutional-state-integrity","FEDERAL-STATE PROTECTION-DUTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000202","US-CM-000202","ORYNTH-systems/orynth-constitutional-state-integrity","CONDITION-TRIGGERED FEDERAL-STATE PROTECTION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000203","US-CM-000203","ORYNTH-systems/orynth-constitutional-state-integrity","CONTROLLED AMENDMENT / MULTI-HOUSE PROPOSAL ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000204","US-CM-000204","ORYNTH-systems/orynth-constitutional-state-integrity","CONTROLLED AMENDMENT / STATE-APPLICATION CONVENTION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000205","US-CM-000205","ORYNTH-systems/orynth-constitutional-state-integrity","CONTROLLED AMENDMENT / RATIFICATION-STATE-TRANSITION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000206","US-CM-000206","ORYNTH-systems/orynth-constitutional-state-integrity","CONTROLLED AMENDMENT / RATIFICATION-MODE AUTHORITY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000207","US-CM-000207","ORYNTH-systems/orynth-constitutional-state-integrity","CONTROLLED AMENDMENT / TEMPORAL-LIMITATION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000208","US-CM-000208","ORYNTH-systems/orynth-constitutional-state-integrity","CONTROLLED AMENDMENT / AFFECTED-STATE CONSENT ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000209","US-CM-000209","ORYNTH-systems/orynth-constitutional-state-integrity","INHERITED-STATE / CONSTITUTIONAL-CONTINUITY ARCHITECTURE","07-constitutional-state-integrity/inherited-state/INHERITED_STATE_CONTRACT.json","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000210","US-CM-000210","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-PRECEDENCE / SUPREMACY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000211","US-CM-000211","ORYNTH-systems/orynth-constitutional-state-integrity","AUTHORITY-CONDITIONED SUPREMACY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000212","US-CM-000212","ORYNTH-systems/orynth-constitutional-state-integrity","CROSS-JURISDICTION SUPREMACY / BINDING-DUTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000213","US-CM-000213","ORYNTH-systems/orynth-constitutional-state-integrity","CROSS-JURISDICTION CONSTITUTIONAL-SUPPORT DUTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000214","US-CM-000214","ORYNTH-systems/orynth-constitutional-state-integrity","ARTICLE-VI PROHIBITION / QUALIFICATION-BOUNDARY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
"US-CW-000215","US-CM-000215","ORYNTH-systems/orynth-constitutional-state-integrity","FOUNDATIONAL RATIFICATION / ESTABLISHMENT ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","","","","3a292dbf660893b07da93749bfe80a8de4bba835","YES","C2","WAVE-06-ADJUDICATED"
