"crosswalk_id","mechanism_id","source_clause_id","mechanism_family","jurisdiction_scope","normalized_mechanism","negative_condition","predicate_count","predicate_ids","predicate_classes","candidate_orynth_repository","candidate_orynth_component","candidate_file_path","candidate_invariant_id","candidate_proof_id","candidate_test_id","candidate_baseline_commit","preexisting_status","correspondence_grade","correspondence_rationale","evidence_basis","review_status"
"US-CW-000321","US-CM-000321","US-AM-ATOM-000107","F3","UNITED-STATES/CONGRESS/AMENDMENT-24/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","2","US-CP-000665|US-CP-000666","AUTHORIZED-ACTOR|SCOPED-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000322","US-CM-000322","US-AM-ATOM-000108","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/REMOVAL-DEATH-RESIGNATION","The Constitution establishes this authority, succession, or office-transition rule: In case of the removal of the President from office or of his death or resignation, the Vice President shall become President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","2","US-CP-000667|US-CP-000668","TEMPORAL-CONDITION|AUTHORITY-SOURCE","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000323","US-CM-000323","US-AM-ATOM-000109","F1","UNITED-STATES/VICE-PRESIDENCY/VACANCY/NOMINATION","The Constitution establishes this authority, succession, or office-transition rule: Whenever there is a vacancy in the office of the Vice President, the President shall nominate a Vice President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","2","US-CP-000669|US-CP-000670","TEMPORAL-CONDITION|AUTHORITY-SOURCE","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000324","US-CM-000324","US-AM-ATOM-000110","F4","UNITED-STATES/VICE-PRESIDENCY/VACANCY/CONFIRMATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: who shall take office upon confirmation by a majority vote of both Houses of Congress.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","3","US-CP-000671|US-CP-000672|US-CP-000673","CONCURRENCE-THRESHOLD|THRESHOLD|TEMPORAL-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000325","US-CM-000325","US-AM-ATOM-000111","F1","UNITED-STATES/PRESIDENCY/INABILITY/SELF-DECLARATION","The Constitution establishes this authority, succession, or office-transition rule: Whenever the President transmits to the President pro tempore of the Senate and the Speaker of the House of Representatives his written declaration that he is unable to discharge the powers and duties of his office, and until he transmits to them a written declaration to the contrary, such powers and duties shall be discharged by the Vice President as Acting President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","5","US-CP-000674|US-CP-000675|US-CP-000676|US-CP-000677|US-CP-000678","AUTHORITY-SOURCE|TEMPORAL-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000326","US-CM-000326","US-AM-ATOM-000112","F4","UNITED-STATES/PRESIDENCY/INABILITY/VICE-PRESIDENT-CABINET-DECLARATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: Whenever the Vice President and a majority of either the principal officers of the executive departments or of such other body as Congress may by law provide, transmit to the President pro tempore of the Senate and the Speaker of the House of Representatives their written declaration that the President is unable to discharge the powers and duties of his office, the Vice President shall immediately assume the powers and duties of the office as Acting President.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","5","US-CP-000679|US-CP-000680|US-CP-000681|US-CP-000682|US-CP-000683","THRESHOLD|CONCURRENCE-THRESHOLD","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000327","US-CM-000327","US-AM-ATOM-000113","F1","UNITED-STATES/PRESIDENCY/INABILITY/RESUMPTION-COUNTERDECLARATION","The Constitution establishes this office-authority transition rule: when the President transmits the specified written declaration that no inability exists, the President resumes the powers and duties of the office, subject to the source-defined counterdeclaration condition.","Presidential resumption is not established under this mechanism without the specified written declaration, recipients, and absence of the source-defined timely counterdeclaration.","3","US-CP-000684|US-CP-000685|US-CP-000686","AUTHORITY-SOURCE","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000328","US-CM-000328","US-AM-ATOM-000113","F4","UNITED-STATES/PRESIDENCY/INABILITY/RESUMPTION-COUNTERDECLARATION","The Constitution establishes this concurrence and timing rule: the Vice President and a majority of either the principal officers of the executive department or another body provided by Congress may transmit within four days the specified written declaration that the President is unable to discharge the powers and duties of the office.","The counterdeclaration effect is not established under this mechanism without the Vice President, the required majority body, the specified written declaration and recipients, and transmission within the four-day window.","4","US-CP-000687|US-CP-000688|US-CP-000689|US-CP-000690","THRESHOLD|CONCURRENCE-THRESHOLD|TEMPORAL-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000329","US-CM-000329","US-AM-ATOM-000114","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/DECISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Thereupon Congress shall decide the issue","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","1","US-CP-000691","SCOPED-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000330","US-CM-000330","US-AM-ATOM-000115","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/ASSEMBLY-TIMING","The Constitution establishes this scoped power, duty, qualification, or procedural rule: assembling within forty-eight hours for that purpose if not in session","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","3","US-CP-000692|US-CP-000693|US-CP-000694","TEMPORAL-CONDITION|SCOPED-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000331","US-CM-000331","US-AM-ATOM-000116","F4","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/TWO-THIRDS-DETERMINATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: If the Congress, within twenty-one days after receipt of the latter written declaration, or, if Congress is not in session, within twenty-one days after Congress is required to assemble, determines by two-thirds vote of both Houses that the President is unable to discharge the powers and duties of his office","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","4","US-CP-000695|US-CP-000696|US-CP-000697|US-CP-000698","TEMPORAL-CONDITION|CONCURRENCE-THRESHOLD|THRESHOLD","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000332","US-CM-000332","US-AM-ATOM-000117","F1","UNITED-STATES/PRESIDENCY/INABILITY/ACTING-PRESIDENT-CONTINUATION","The Constitution establishes this authority, succession, or office-transition rule: the Vice President shall continue to discharge the same as Acting President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","1","US-CP-000699","AUTHORITY-SOURCE","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000333","US-CM-000333","US-AM-ATOM-000118","F1","UNITED-STATES/PRESIDENCY/INABILITY/PRESIDENTIAL-RESUMPTION","The Constitution establishes this authority, succession, or office-transition rule: otherwise, the President shall resume the powers and duties of his office.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","1","US-CP-000700","AUTHORITY-SOURCE","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000334","US-CM-000334","US-AM-ATOM-000119","F5","UNITED-STATES/VOTING/AGE-18","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States, who are eighteen years of age or older, to vote shall not be denied or abridged by the United States or by any State on account of age.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","4","US-CP-000701|US-CP-000702|US-CP-000703|US-CP-000704","THRESHOLD|RIGHT-PROTECTION|AUTHORIZED-ACTOR|PROHIBITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000335","US-CM-000335","US-AM-ATOM-000120","F3","UNITED-STATES/CONGRESS/AMENDMENT-26/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","2","US-CP-000705|US-CP-000706","AUTHORIZED-ACTOR|SCOPED-CONDITION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
"US-CW-000336","US-CM-000336","US-AM-ATOM-000121","F7","UNITED-STATES/CONGRESS/COMPENSATION/EFFECTIVE-DELAY","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: No law, varying the compensation for the services of the Senators and Representatives, shall take effect, until an election of Representatives shall have intervened.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","3","US-CP-000707|US-CP-000708|US-CP-000709","CONTROLLED-MUTATION","","","","","","","","UNASSESSED","UNASSESSED","","","REVIEW-REQUIRED"
