"mechanism_id","generation_unit_id","source_construction_id","amendment_number","section_number","boundary_label","source_atom_ids","topology_action","prior_mechanism_ids","mechanism_family","jurisdiction_scope","normalized_mechanism","negative_condition","semantic_status","semantic_basis","topology_authority","semantic_authority","canonical_registry_status","orynth_mapping_status","correspondence_grade"
"US-CM-000290","US-AM-MECH-UNIT-000026","US-AM-ATOM-CAND-000026","18","1","INTOXICATING-LIQUOR-PROHIBITED-OPERATIONS","US-AM-ATOM-000072|US-AM-ATOM-000073|US-AM-ATOM-000074|US-AM-ATOM-000075|US-AM-ATOM-000076","MERGE-PRIOR-BOUNDARIES","US-CM-000287|US-CM-000288|US-CM-000289|US-CM-000290|US-CM-000291","F5","UNITED-STATES/INTOXICATING-LIQUOR/PROHIBITED-OPERATIONS","The Constitution establishes this prohibition: after one year from ratification, the manufacture, sale, or transportation of intoxicating liquors within, and the importation into or exportation from, the United States and territory subject to its jurisdiction for beverage purposes is prohibited.","The prohibited-operation effect is not established outside the source-defined one-year effectiveness trigger, intoxicating-liquor subject, beverage-purpose limitation, enumerated operations, and territorial scope.","FINAL-CHANGED-BOUNDARY-ADJUDICATED","Five lexical child atoms enumerate operation classes governed by one shared prohibition, timing rule, purpose limitation, and territorial scope.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-06X-CHANGED-BOUNDARY-SEMANTIC-ADJUDICATION","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000291","US-AM-MECH-UNIT-000027","US-AM-ATOM-CAND-000027","18","2","PRESERVED-US-CM-000292","US-AM-ATOM-000077","PRESERVE-EXISTING-BOUNDARY","US-CM-000292","F3","UNITED-STATES/FEDERAL-STATE/AMENDMENT-18/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress and the several States shall have concurrent power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000292","US-AM-MECH-UNIT-000028","US-AM-ATOM-CAND-000028","18","3","PRESERVED-US-CM-000293","US-AM-ATOM-000078","PRESERVE-EXISTING-BOUNDARY","US-CM-000293","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-18/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000293","US-AM-MECH-UNIT-000029","US-AM-ATOM-CAND-000029","19","","PRESERVED-US-CM-000294","US-AM-ATOM-000079","PRESERVE-EXISTING-BOUNDARY","US-CM-000294","F5","UNITED-STATES/VOTING/SEX","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of sex.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000294","US-AM-MECH-UNIT-000030","US-AM-ATOM-CAND-000030","19","","PRESERVED-US-CM-000295","US-AM-ATOM-000080","PRESERVE-EXISTING-BOUNDARY","US-CM-000295","F3","UNITED-STATES/CONGRESS/AMENDMENT-19/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000295","US-AM-MECH-UNIT-000031","US-AM-ATOM-CAND-000031","20","1","PRESERVED-US-CM-000296","US-AM-ATOM-000081","PRESERVE-EXISTING-BOUNDARY","US-CM-000296","F7","UNITED-STATES/PRESIDENCY/TERM-END","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: The terms of the President and Vice President shall end at noon on the 20th day of January","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000296","US-AM-MECH-UNIT-000031","US-AM-ATOM-CAND-000031","20","1","PRESERVED-US-CM-000297","US-AM-ATOM-000082","PRESERVE-EXISTING-BOUNDARY","US-CM-000297","F7","UNITED-STATES/CONGRESS/TERM-END","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: and the terms of Senators and Representatives at noon on the 3d day of January, of the years in which such terms would have ended if this article had not been ratified","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000297","US-AM-MECH-UNIT-000031","US-AM-ATOM-CAND-000031","20","1","PRESERVED-US-CM-000298","US-AM-ATOM-000083","PRESERVE-EXISTING-BOUNDARY","US-CM-000298","F7","UNITED-STATES/FEDERAL-OFFICE/SUCCESSOR-TERM-BEGIN","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: and the terms of their successors shall then begin.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000298","US-AM-MECH-UNIT-000032","US-AM-ATOM-CAND-000032","20","2","PRESERVED-US-CM-000299","US-AM-ATOM-000084","PRESERVE-EXISTING-BOUNDARY","US-CM-000299","F3","UNITED-STATES/CONGRESS/ANNUAL-ASSEMBLY","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall assemble at least once in every year","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000299","US-AM-MECH-UNIT-000032","US-AM-ATOM-CAND-000032","20","2","PRESERVED-US-CM-000300","US-AM-ATOM-000085","PRESERVE-EXISTING-BOUNDARY","US-CM-000300","F3","UNITED-STATES/CONGRESS/ASSEMBLY-DATE","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and such meeting shall begin at noon on the 3d day of January, unless they shall by law appoint a different day.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000300","US-AM-MECH-UNIT-000033","US-AM-ATOM-CAND-000033","20","3","PRESERVED-US-CM-000301","US-AM-ATOM-000086","PRESERVE-EXISTING-BOUNDARY","US-CM-000301","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/PRESIDENT-ELECT-DEATH","The Constitution establishes this authority, succession, or office-transition rule: If, at the time fixed for the beginning of the term of the President, the President elect shall have died, the Vice President elect shall become President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000301","US-AM-MECH-UNIT-000033","US-AM-ATOM-CAND-000033","20","3","PRESERVED-US-CM-000302","US-AM-ATOM-000087","PRESERVE-EXISTING-BOUNDARY","US-CM-000302","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/PRESIDENT-ELECT-NOT-QUALIFIED","The Constitution establishes this authority, succession, or office-transition rule: If a President shall not have been chosen before the time fixed for the beginning of his term, or if the President elect shall have failed to qualify, then the Vice President elect shall act as President until a President shall have qualified","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000302","US-AM-MECH-UNIT-000033","US-AM-ATOM-CAND-000033","20","3","PRESERVED-US-CM-000303","US-AM-ATOM-000088","PRESERVE-EXISTING-BOUNDARY","US-CM-000303","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-SUCCESSION/NEITHER-QUALIFIED","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and the Congress may by law provide for the case wherein neither a President elect nor a Vice President elect shall have qualified, declaring who shall then act as President, or the manner in which one who is to act shall be selected","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000303","US-AM-MECH-UNIT-000033","US-AM-ATOM-CAND-000033","20","3","PRESERVED-US-CM-000304","US-AM-ATOM-000089","PRESERVE-EXISTING-BOUNDARY","US-CM-000304","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/ACTING-PRESIDENT-DURATION","The Constitution establishes this authority, succession, or office-transition rule: and such person shall act accordingly until a President or Vice President shall have qualified.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000304","US-AM-MECH-UNIT-000034","US-AM-ATOM-CAND-000034","20","4","PRESERVED-US-CM-000305","US-AM-ATOM-000090","PRESERVE-EXISTING-BOUNDARY","US-CM-000305","F3","UNITED-STATES/CONGRESS/CONTINGENT-PRESIDENT/DEATH-PROVISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress may by law provide for the case of the death of any of the persons from whom the House of Representatives may choose a President whenever the right of choice shall have devolved upon them","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000305","US-AM-MECH-UNIT-000034","US-AM-ATOM-CAND-000034","20","4","PRESERVED-US-CM-000306","US-AM-ATOM-000091","PRESERVE-EXISTING-BOUNDARY","US-CM-000306","F3","UNITED-STATES/CONGRESS/CONTINGENT-VICE-PRESIDENT/DEATH-PROVISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and for the case of the death of any of the persons from whom the Senate may choose a Vice President whenever the right of choice shall have devolved upon them.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000306","US-AM-MECH-UNIT-000035","US-AM-ATOM-CAND-000035","20","5","PRESERVED-US-CM-000307","US-AM-ATOM-000092","PRESERVE-EXISTING-BOUNDARY","US-CM-000307","F7","UNITED-STATES/AMENDMENT-20/EFFECTIVE-DATE","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: Sections 1 and 2 shall take effect on the 15th day of October following the ratification of this article.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000307","US-AM-MECH-UNIT-000036","US-AM-ATOM-CAND-000036","20","6","PRESERVED-US-CM-000308","US-AM-ATOM-000093","PRESERVE-EXISTING-BOUNDARY","US-CM-000308","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-20/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000308","US-AM-MECH-UNIT-000037","US-AM-ATOM-CAND-000037","21","1","PRESERVED-US-CM-000309","US-AM-ATOM-000094","PRESERVE-EXISTING-BOUNDARY","US-CM-000309","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-18/REPEAL","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: The eighteenth article of amendment to the Constitution of the United States is hereby repealed.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000309","US-AM-MECH-UNIT-000038","US-AM-ATOM-CAND-000038","21","2","PRESERVED-US-CM-000310","US-AM-ATOM-000095","PRESERVE-EXISTING-BOUNDARY","US-CM-000310","F5","UNITED-STATES/STATES/INTOXICATING-LIQUOR/STATE-LAW","The Constitution establishes this prohibition, right-protection, or negative constraint: The transportation or importation into any State, Territory, or possession of the United States for delivery or use therein of intoxicating liquors, in violation of the laws thereof, is hereby prohibited.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000310","US-AM-MECH-UNIT-000039","US-AM-ATOM-CAND-000039","21","3","PRESERVED-US-CM-000311","US-AM-ATOM-000096","PRESERVE-EXISTING-BOUNDARY","US-CM-000311","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-21/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by conventions in the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000311","US-AM-MECH-UNIT-000040","US-AM-ATOM-CAND-000040","22","1","PRESERVED-US-CM-000312","US-AM-ATOM-000097","PRESERVE-EXISTING-BOUNDARY","US-CM-000312","F5","UNITED-STATES/PRESIDENCY/ELECTION/TERM-LIMIT","The Constitution establishes this prohibition, right-protection, or negative constraint: No person shall be elected to the office of the President more than twice","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000312","US-AM-MECH-UNIT-000040","US-AM-ATOM-CAND-000040","22","1","PRESERVED-US-CM-000313","US-AM-ATOM-000098","PRESERVE-EXISTING-BOUNDARY","US-CM-000313","F5","UNITED-STATES/PRESIDENCY/ELECTION/PARTIAL-TERM-LIMIT","The Constitution establishes this prohibition, right-protection, or negative constraint: and no person who has held the office of President, or acted as President, for more than two years of a term to which some other person was elected President shall be elected to the office of the President more than once","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000313","US-AM-MECH-UNIT-000040","US-AM-ATOM-CAND-000040","22","1","PRESERVED-US-CM-000314","US-AM-ATOM-000099","PRESERVE-EXISTING-BOUNDARY","US-CM-000314","F7","UNITED-STATES/PRESIDENCY/TERM-LIMIT/PROPOSAL-TRANSITION","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: But this Article shall not apply to any person holding the office of President when this Article was proposed by the Congress","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000314","US-AM-MECH-UNIT-000040","US-AM-ATOM-CAND-000040","22","1","PRESERVED-US-CM-000315","US-AM-ATOM-000100","PRESERVE-EXISTING-BOUNDARY","US-CM-000315","F7","UNITED-STATES/PRESIDENCY/TERM-LIMIT/OPERATIVE-TERM-TRANSITION","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: and shall not prevent any person who may be holding the office of President, or acting as President, during the term within which this Article becomes operative from holding the office of President or acting as President during the remainder of such term.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000315","US-AM-MECH-UNIT-000041","US-AM-ATOM-CAND-000041","22","2","PRESERVED-US-CM-000316","US-AM-ATOM-000101","PRESERVE-EXISTING-BOUNDARY","US-CM-000316","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-22/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000316","US-AM-MECH-UNIT-000042","US-AM-ATOM-CAND-000042|US-AM-ATOM-CAND-000043","23","1","PRESERVED-US-CM-000317","US-AM-ATOM-000102","PRESERVE-EXISTING-BOUNDARY","US-CM-000317","F1","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/APPOINTMENT","The Constitution establishes this authority, succession, or office-transition rule: The District constituting the seat of Government of the United States shall appoint in such manner as the Congress may direct: A number of electors of President and Vice President equal to the whole number of Senators and Representatives in Congress to which the District would be entitled if it were a State, but in no event more than the least populous State","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000317","US-AM-MECH-UNIT-000042","US-AM-ATOM-CAND-000042|US-AM-ATOM-CAND-000043","23","1","PRESERVED-US-CM-000318","US-AM-ATOM-000103","PRESERVE-EXISTING-BOUNDARY","US-CM-000318","F6","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/STATUS","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: they shall be in addition to those appointed by the States, but they shall be considered, for the purposes of the election of President and Vice President, to be electors appointed by a State","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000318","US-AM-MECH-UNIT-000042","US-AM-ATOM-CAND-000042|US-AM-ATOM-CAND-000043","23","1","PRESERVED-US-CM-000319","US-AM-ATOM-000104","PRESERVE-EXISTING-BOUNDARY","US-CM-000319","F3","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/DUTIES","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and they shall meet in the District and perform such duties as provided by the twelfth article of amendment.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000319","US-AM-MECH-UNIT-000043","US-AM-ATOM-CAND-000044","23","2","PRESERVED-US-CM-000320","US-AM-ATOM-000105","PRESERVE-EXISTING-BOUNDARY","US-CM-000320","F3","UNITED-STATES/CONGRESS/AMENDMENT-23/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000320","US-AM-MECH-UNIT-000044","US-AM-ATOM-CAND-000045","24","1","PRESERVED-US-CM-000321","US-AM-ATOM-000106","PRESERVE-EXISTING-BOUNDARY","US-CM-000321","F5","UNITED-STATES/VOTING/POLL-TAX","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote in any primary or other election for President or Vice President, for electors for President or Vice President, or for Senator or Representative in Congress, shall not be denied or abridged by the United States or any State by reason of failure to pay any poll tax or other tax.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000321","US-AM-MECH-UNIT-000045","US-AM-ATOM-CAND-000046","24","2","PRESERVED-US-CM-000322","US-AM-ATOM-000107","PRESERVE-EXISTING-BOUNDARY","US-CM-000322","F3","UNITED-STATES/CONGRESS/AMENDMENT-24/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000322","US-AM-MECH-UNIT-000046","US-AM-ATOM-CAND-000047","25","1","PRESERVED-US-CM-000323","US-AM-ATOM-000108","PRESERVE-EXISTING-BOUNDARY","US-CM-000323","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/REMOVAL-DEATH-RESIGNATION","The Constitution establishes this authority, succession, or office-transition rule: In case of the removal of the President from office or of his death or resignation, the Vice President shall become President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000323","US-AM-MECH-UNIT-000047","US-AM-ATOM-CAND-000048","25","2","PRESERVED-US-CM-000324","US-AM-ATOM-000109","PRESERVE-EXISTING-BOUNDARY","US-CM-000324","F1","UNITED-STATES/VICE-PRESIDENCY/VACANCY/NOMINATION","The Constitution establishes this authority, succession, or office-transition rule: Whenever there is a vacancy in the office of the Vice President, the President shall nominate a Vice President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000324","US-AM-MECH-UNIT-000047","US-AM-ATOM-CAND-000048","25","2","PRESERVED-US-CM-000325","US-AM-ATOM-000110","PRESERVE-EXISTING-BOUNDARY","US-CM-000325","F4","UNITED-STATES/VICE-PRESIDENCY/VACANCY/CONFIRMATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: who shall take office upon confirmation by a majority vote of both Houses of Congress.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
"US-CM-000325","US-AM-MECH-UNIT-000048","US-AM-ATOM-CAND-000049","25","3","PRESERVED-US-CM-000326","US-AM-ATOM-000111","PRESERVE-EXISTING-BOUNDARY","US-CM-000326","F1","UNITED-STATES/PRESIDENCY/INABILITY/SELF-DECLARATION","The Constitution establishes this authority, succession, or office-transition rule: Whenever the President transmits to the President pro tempore of the Senate and the Speaker of the House of Representatives his written declaration that he is unable to discharge the powers and duties of his office, and until he transmits to them a written declaration to the contrary, such powers and duties shall be discharged by the Vice President as Acting President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","FINAL-PRESERVED-EXACT","Preserved exact from 08D-04B2B2 under unchanged construction boundary.","08D-06V-CONSTRUCTION-LEVEL-COUNT","08D-04B2B2","NOT-YET-MATERIALIZED","UNASSESSED","UNASSESSED"
