"mechanism_id","source_clause_id","mechanism_family","jurisdiction_scope","predicate_count","predicate_ids","crosswalk_id","orynth_repository","orynth_component","file_path","preexisting_status","correspondence_grade","canonical_proof_binding_count","integration_status"
"US-CM-000127","US-CONST-ATOM-000127","F4","UNITED-STATES/PRESIDENTIAL-ELECTION/MAJORITY","2","US-CP-000223|US-CP-000224","US-CW-000127","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000128","US-CONST-ATOM-000128","F3","UNITED-STATES/HOUSE/CONTINGENT-PRESIDENTIAL-ELECTION","4","US-CP-000225|US-CP-000226|US-CP-000227|US-CP-000228","US-CW-000128","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000129","US-CONST-ATOM-000129","F3","UNITED-STATES/HOUSE/CONTINGENT-PRESIDENTIAL-ELECTION","3","US-CP-000229|US-CP-000230|US-CP-000231","US-CW-000129","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000130","US-CONST-ATOM-000130","F3","UNITED-STATES/HOUSE/CONTINGENT-PRESIDENTIAL-ELECTION/VOTE-METHOD","2","US-CP-000232|US-CP-000233","US-CW-000130","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000131","US-CONST-ATOM-000131","F4","UNITED-STATES/HOUSE/CONTINGENT-PRESIDENTIAL-ELECTION/QUORUM","1","US-CP-000234","US-CW-000131","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000132","US-CONST-ATOM-000132","F4","UNITED-STATES/HOUSE/CONTINGENT-PRESIDENTIAL-ELECTION/CHOICE","1","US-CP-000235","US-CW-000132","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000133","US-CONST-ATOM-000133","F3","UNITED-STATES/VICE-PRESIDENTIAL-ELECTION","2","US-CP-000236|US-CP-000237","US-CW-000133","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED ELECTION PROCESS CONCEPT","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;02-constitutional-object-model/registry/PROCESS.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000134","US-CONST-ATOM-000134","F3","UNITED-STATES/SENATE/CONTINGENT-VICE-PRESIDENTIAL-ELECTION","3","US-CP-000238|US-CP-000239|US-CP-000240","US-CW-000134","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000135","US-CONST-ATOM-000135","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-ELECTION/TIMING","1","US-CP-000241","US-CW-000135","ORYNTH-systems/orynth-constitutional-state-integrity","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","YES","C3","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000136","US-CONST-ATOM-000136","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-ELECTION/VOTING-DAY","1","US-CP-000242","US-CW-000136","ORYNTH-systems/orynth-constitutional-state-integrity","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","YES","C3","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000137","US-CONST-ATOM-000137","F5","UNITED-STATES/PRESIDENTIAL-ELECTION/UNIFORM-DAY","1","US-CP-000243","US-CW-000137","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000138","US-CONST-ATOM-000138","F3","UNITED-STATES/PRESIDENT/ELIGIBILITY/CITIZENSHIP","1","US-CP-000244","US-CW-000138","ORYNTH-systems/orynth-constitutional-state-integrity","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","YES","C3","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000139","US-CONST-ATOM-000139","F3","UNITED-STATES/PRESIDENT/ELIGIBILITY/AGE-RESIDENCE","2","US-CP-000245|US-CP-000246","US-CW-000139","ORYNTH-systems/orynth-constitutional-state-integrity","FORMAL ARTICLE-II ELECTION / QUALIFICATION ARCHITECTURE","03-constitutional-dependency-graph/elections/article-ii/ARTICLE_II_SECTION_1_ELECTOR_ARCHITECTURE.yaml;07-constitutional-state-integrity/elections/jurisdiction/ELECTION_JURISDICTION_MATRIX.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml","YES","C3","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000140","US-CONST-ATOM-000140","F1","UNITED-STATES/PRESIDENTIAL-SUCCESSION/VICE-PRESIDENT","2","US-CP-000247|US-CP-000248","US-CW-000140","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000141","US-CONST-ATOM-000141","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-SUCCESSION","4","US-CP-000249|US-CP-000250|US-CP-000251|US-CP-000252","US-CW-000141","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000142","US-CONST-ATOM-000142","F3","UNITED-STATES/PRESIDENT/COMPENSATION","2","US-CP-000253|US-CP-000254","US-CW-000142","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED AUTHORITY / QUALIFICATION CONCEPT","02-constitutional-object-model/registry/AUTHORITY.yaml;02-constitutional-object-model/registry/QUALIFICATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000143","US-CONST-ATOM-000143","F5","UNITED-STATES/PRESIDENT/COMPENSATION/TERM-PROTECTION","1","US-CP-000255","US-CW-000143","ORYNTH-systems/orynth-constitutional-state-integrity","ARCHITECTURAL AUTHORITY / ELECTION / TEMPORAL CONTROL","07-constitutional-state-integrity/elections/federal/FEDERAL_ELECTION_CONSTITUTIONAL_GRAPH.yaml;09-uaa-bridge/elections/actors/UAA_ELECTION_ACTOR_TAXONOMY.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml;07-constitutional-state-integrity/temporal/TEMPORAL_AUTHORITY.schema.json","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000144","US-CONST-ATOM-000144","F5","UNITED-STATES/PRESIDENT/OTHER-EMOLUMENTS","1","US-CP-000256","US-CW-000144","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-ANCHORED CONSTITUTIONAL PROHIBITION / LIMITATION","02-constitutional-object-model/registry/PROHIBITION.yaml;02-constitutional-object-model/registry/LIMITATION.yaml;04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000145","US-CONST-ATOM-000145","F3","UNITED-STATES/PRESIDENT/OATH","2","US-CP-000257|US-CP-000258","US-CW-000145","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-AUTHORITY / PRE-EXECUTION-PROCESS CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000146","US-CONST-ATOM-000146","F3","UNITED-STATES/PRESIDENT/COMMANDER-IN-CHIEF","2","US-CP-000259|US-CP-000260","US-CW-000146","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-AUTHORITY / OPERATION-SCOPED-AUTHORITY CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000147","US-CONST-ATOM-000147","F3","UNITED-STATES/PRESIDENT/EXECUTIVE-DEPARTMENT-OPINIONS","3","US-CP-000261|US-CP-000262|US-CP-000263","US-CW-000147","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-AUTHORITY / DUTY-SCOPED-INFORMATION CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000148","US-CONST-ATOM-000148","F3","UNITED-STATES/PRESIDENT/PARDON","3","US-CP-000264|US-CP-000265|US-CP-000266","US-CW-000148","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-AUTHORITY / NEGATIVE-SCOPE CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000149","US-CONST-ATOM-000149","F4","UNITED-STATES/PRESIDENT-SENATE/TREATIES","3","US-CP-000267|US-CP-000268|US-CP-000269","US-CW-000149","ORYNTH-systems/orynth-constitutional-state-integrity","MULTI-ACTOR AUTHORITY / CONCURRENCE-BOUND EXECUTION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000150","US-CONST-ATOM-000150","F3","UNITED-STATES/PRESIDENT/NOMINATIONS","2","US-CP-000270|US-CP-000271","US-CW-000150","ORYNTH-systems/orynth-constitutional-state-integrity","STAGED AUTHORITY / PROPOSAL-NOT-EFFECT ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000151","US-CONST-ATOM-000151","F4","UNITED-STATES/PRESIDENT-SENATE/APPOINTMENTS","3","US-CP-000272|US-CP-000273|US-CP-000274","US-CW-000151","ORYNTH-systems/orynth-constitutional-state-integrity","MULTI-PRINCIPAL APPOINTMENT / EFFECT-BOUNDARY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000152","US-CONST-ATOM-000152","F1","UNITED-STATES/FEDERAL/INFERIOR-OFFICER-APPOINTMENTS","3","US-CP-000275|US-CP-000276|US-CP-000277","US-CW-000152","ORYNTH-systems/orynth-constitutional-state-integrity","SOURCE-BOUNDED SECONDARY VESTING / DELEGATION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000153","US-CONST-ATOM-000153","F3","UNITED-STATES/PRESIDENT/RECESS-APPOINTMENTS","3","US-CP-000278|US-CP-000279|US-CP-000280","US-CW-000153","ORYNTH-systems/orynth-constitutional-state-integrity","CONDITIONED EXECUTIVE AUTHORITY / TEMPORAL AUTHORITY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000154","US-CONST-ATOM-000154","F3","UNITED-STATES/PRESIDENT/RECESS-APPOINTMENTS/DURATION","2","US-CP-000281|US-CP-000282","US-CW-000154","ORYNTH-systems/orynth-constitutional-state-integrity","TEMPORALLY EXPIRING AUTHORITY ARCHITECTURE","04-authority-lineage/AUTHORITY_LINEAGE_REGISTRY.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000155","US-CONST-ATOM-000155","F3","UNITED-STATES/PRESIDENT/CONGRESS/STATE-OF-UNION","2","US-CP-000283|US-CP-000284","US-CW-000155","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-DUTY / INSTITUTIONAL-RECIPIENT CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000156","US-CONST-ATOM-000156","F3","UNITED-STATES/PRESIDENT/CONGRESS/RECOMMENDATIONS","3","US-CP-000285|US-CP-000286|US-CP-000287","US-CW-000156","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-RECOMMENDATION / AUTHORITY-SEPARATION CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000157","US-CONST-ATOM-000157","F3","UNITED-STATES/PRESIDENT/CONGRESS/CONVENING","3","US-CP-000288|US-CP-000289|US-CP-000290","US-CW-000157","ORYNTH-systems/orynth-constitutional-state-integrity","CONDITIONED EXECUTIVE PROCESS CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000158","US-CONST-ATOM-000158","F3","UNITED-STATES/PRESIDENT/CONGRESS/ADJOURNMENT","3","US-CP-000291|US-CP-000292|US-CP-000293","US-CW-000158","ORYNTH-systems/orynth-constitutional-state-integrity","CONFLICT-TRIGGERED EXECUTIVE PROCESS CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000159","US-CONST-ATOM-000159","F3","UNITED-STATES/PRESIDENT/DIPLOMATIC-RECEPTION","2","US-CP-000294|US-CP-000295","US-CW-000159","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-AUTHORITY / DIPLOMATIC-FUNCTION CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000160","US-CONST-ATOM-000160","F3","UNITED-STATES/PRESIDENT/LAW-EXECUTION","1","US-CP-000296","US-CW-000160","ORYNTH-systems/orynth-constitutional-state-integrity","CONSTITUTIONAL EXECUTION / AUTHORITY-GATED CONSEQUENCE ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000161","US-CONST-ATOM-000161","F3","UNITED-STATES/PRESIDENT/FEDERAL-OFFICER-COMMISSIONS","2","US-CP-000297|US-CP-000298","US-CW-000161","ORYNTH-systems/orynth-constitutional-state-integrity","EXECUTIVE-OFFICE ACTION / OPERATION-SCOPED AUTHORITY CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000162","US-CONST-ATOM-000162","F4","UNITED-STATES/FEDERAL/IMPEACHMENT-REMOVAL","4","US-CP-000299|US-CP-000300|US-CP-000301|US-CP-000302","US-CW-000162","ORYNTH-systems/orynth-constitutional-state-integrity","MULTI-STAGE CONSTITUTIONAL EFFECT / AUTHORITY-SEPARATION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000163","US-CONST-ATOM-000163","F1","UNITED-STATES/FEDERAL/JUDICIARY/SUPREME-COURT","2","US-CP-000303|US-CP-000304","US-CW-000163","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-AUTHORITY / CONSTITUTIONAL-VESTING ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000164","US-CONST-ATOM-000164","F1","UNITED-STATES/FEDERAL/JUDICIARY/INFERIOR-COURTS","2","US-CP-000305|US-CP-000306","US-CW-000164","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-AUTHORITY / SOURCE-DEPENDENT INSTITUTIONAL VESTING ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000165","US-CONST-ATOM-000165","F3","UNITED-STATES/FEDERAL/JUDICIARY/JUDICIAL-TENURE","2","US-CP-000307|US-CP-000308","US-CW-000165","ORYNTH-systems/orynth-constitutional-state-integrity","TEMPORALLY CONDITIONED JUDICIAL AUTHORITY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000166","US-CONST-ATOM-000166","F3","UNITED-STATES/FEDERAL/JUDICIARY/COMPENSATION","2","US-CP-000309|US-CP-000310","US-CW-000166","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-DUTY / COMPENSATION CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000167","US-CONST-ATOM-000167","F5","UNITED-STATES/FEDERAL/JUDICIARY/COMPENSATION-PROTECTION","1","US-CP-000311","US-CW-000167","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-LIMITATION / NONDIMINUTION CONCEPT","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C1","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000168","US-CONST-ATOM-000168","F6","UNITED-STATES/FEDERAL/JUDICIARY/FEDERAL-QUESTION","2","US-CP-000312|US-CP-000313","US-CW-000168","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / SOURCE-NEXUS ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000169","US-CONST-ATOM-000169","F6","UNITED-STATES/FEDERAL/JUDICIARY/DIPLOMATIC-CASES","1","US-CP-000314","US-CW-000169","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / ACTOR-SCOPED CASE ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000170","US-CONST-ATOM-000170","F6","UNITED-STATES/FEDERAL/JUDICIARY/ADMIRALTY-MARITIME","1","US-CP-000315","US-CW-000170","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / DOMAIN-SCOPED ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000171","US-CONST-ATOM-000171","F6","UNITED-STATES/FEDERAL/JUDICIARY/UNITED-STATES-PARTY","1","US-CP-000316","US-CW-000171","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / PARTY-SCOPED ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000172","US-CONST-ATOM-000172","F6","UNITED-STATES/FEDERAL/JUDICIARY/STATE-STATE","1","US-CP-000317","US-CW-000172","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / MULTI-STATE PARTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000173","US-CONST-ATOM-000173","F6","UNITED-STATES/FEDERAL/JUDICIARY/STATE-OTHER-STATE-CITIZEN","1","US-CP-000318","US-CW-000173","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / STATE-CITIZEN PARTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000174","US-CONST-ATOM-000174","F6","UNITED-STATES/FEDERAL/JUDICIARY/DIVERSITY","1","US-CP-000319","US-CW-000174","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / CITIZENSHIP-SCOPED ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000175","US-CONST-ATOM-000175","F6","UNITED-STATES/FEDERAL/JUDICIARY/LAND-GRANT-DIVERSITY","2","US-CP-000320|US-CP-000321","US-CW-000175","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / COMPOSITE-PREDICATE ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000176","US-CONST-ATOM-000176","F6","UNITED-STATES/FEDERAL/JUDICIARY/FOREIGN-PARTIES","2","US-CP-000322|US-CP-000323","US-CW-000176","ORYNTH-systems/orynth-constitutional-state-integrity","JUDICIAL-JURISDICTION / DOMESTIC-FOREIGN PARTY ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000177","US-CONST-ATOM-000177","F6","UNITED-STATES/SUPREME-COURT/ORIGINAL-JURISDICTION","2","US-CP-000324|US-CP-000325","US-CW-000177","ORYNTH-systems/orynth-constitutional-state-integrity","SUPREME-JUDICIAL / ORIGINAL-JURISDICTION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
"US-CM-000178","US-CONST-ATOM-000178","F6","UNITED-STATES/SUPREME-COURT/APPELLATE-JURISDICTION","3","US-CP-000326|US-CP-000327|US-CP-000328","US-CW-000178","ORYNTH-systems/orynth-constitutional-state-integrity","SUPREME-JUDICIAL / APPELLATE-JURISDICTION ARCHITECTURE","03-constitutional-dependency-graph/source/CORE_CONSTITUTIONAL_ARCHITECTURE.yaml","YES","C2","0","INTEGRATED-CORRESPONDENCE-UNBOUND"
