"mechanism_id","source_clause_id","mechanism_family","jurisdiction_scope","normalized_mechanism","negative_condition","final_predicate_count","planned_first_predicate_id","planned_last_predicate_id","independent_condition_summary","decision_basis","count_decision","review_status"
"US-CM-000302","US-AM-ATOM-000088","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-SUCCESSION/NEITHER-QUALIFIED","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and the Congress may by law provide for the case wherein neither a President elect nor a Vice President elect shall have qualified, declaring who shall then act as President, or the manner in which one who is to act shall be selected","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","4","US-CP-000608","US-CP-000611","neither President-elect nor Vice-President-elect qualified trigger; Congress acts by law; law declares acting person or selection manner; acting-President arrangement","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000303","US-AM-ATOM-000089","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/ACTING-PRESIDENT-DURATION","The Constitution establishes this authority, succession, or office-transition rule: and such person shall act accordingly until a President or Vice President shall have qualified.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","2","US-CP-000612","US-CP-000613","designated person acts accordingly; duration until President or Vice-President qualifies","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000304","US-AM-ATOM-000090","F3","UNITED-STATES/CONGRESS/CONTINGENT-PRESIDENT/DEATH-PROVISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress may by law provide for the case of the death of any of the persons from whom the House of Representatives may choose a President whenever the right of choice shall have devolved upon them","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","3","US-CP-000614","US-CP-000616","Congress acts by law; death in House contingent candidate pool; House right-of-choice has devolved","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000305","US-AM-ATOM-000091","F3","UNITED-STATES/CONGRESS/CONTINGENT-VICE-PRESIDENT/DEATH-PROVISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and for the case of the death of any of the persons from whom the Senate may choose a Vice President whenever the right of choice shall have devolved upon them.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","3","US-CP-000617","US-CP-000619","Congress acts by law; death in Senate contingent candidate pool; Senate right-of-choice has devolved","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000306","US-AM-ATOM-000092","F7","UNITED-STATES/AMENDMENT-20/EFFECTIVE-DATE","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: Sections 1 and 2 shall take effect on the 15th day of October following the ratification of this article.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","2","US-CP-000620","US-CP-000621","Sections 1 and 2 as affected provisions; effect date is October 15 following ratification","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000307","US-AM-ATOM-000093","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-20/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","4","US-CP-000622","US-CP-000625","inoperative-unless-ratified condition; State-legislature mode; three-fourths threshold; seven-year deadline","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000308","US-AM-ATOM-000094","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-18/REPEAL","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: The eighteenth article of amendment to the Constitution of the United States is hereby repealed.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","1","US-CP-000626","US-CP-000626","single source-bounded independently testable condition represented by the frozen mechanism","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000309","US-AM-ATOM-000095","F5","UNITED-STATES/STATES/INTOXICATING-LIQUOR/STATE-LAW","The Constitution establishes this prohibition, right-protection, or negative constraint: The transportation or importation into any State, Territory, or possession of the United States for delivery or use therein of intoxicating liquors, in violation of the laws thereof, is hereby prohibited.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","4","US-CP-000627","US-CP-000630","transportation-or-importation operation; into covered State/Territory/possession; delivery-or-use purpose; violation of local law","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000310","US-AM-ATOM-000096","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-21/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by conventions in the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","4","US-CP-000631","US-CP-000634","inoperative-unless-ratified condition; State-convention mode; constitutional ratification framework; seven-year deadline","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000311","US-AM-ATOM-000097","F5","UNITED-STATES/PRESIDENCY/ELECTION/TERM-LIMIT","The Constitution establishes this prohibition, right-protection, or negative constraint: No person shall be elected to the office of the President more than twice","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","2","US-CP-000635","US-CP-000636","election to President scope; maximum two elections","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000312","US-AM-ATOM-000098","F5","UNITED-STATES/PRESIDENCY/ELECTION/PARTIAL-TERM-LIMIT","The Constitution establishes this prohibition, right-protection, or negative constraint: and no person who has held the office of President, or acted as President, for more than two years of a term to which some other person was elected President shall be elected to the office of the President more than once","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","3","US-CP-000637","US-CP-000639","held-or-acted-as-President status; more-than-two-years threshold in another person's term; maximum one later election","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000313","US-AM-ATOM-000099","F7","UNITED-STATES/PRESIDENCY/TERM-LIMIT/PROPOSAL-TRANSITION","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: But this Article shall not apply to any person holding the office of President when this Article was proposed by the Congress","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","2","US-CP-000640","US-CP-000641","person holding Presidency when Article proposed; Article non-application to that person","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000314","US-AM-ATOM-000100","F7","UNITED-STATES/PRESIDENCY/TERM-LIMIT/OPERATIVE-TERM-TRANSITION","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: and shall not prevent any person who may be holding the office of President, or acting as President, during the term within which this Article becomes operative from holding the office of President or acting as President during the remainder of such term.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","2","US-CP-000642","US-CP-000643","holding-or-acting during operative term; remainder-of-term service not prevented","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000315","US-AM-ATOM-000101","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-22/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","4","US-CP-000644","US-CP-000647","inoperative-unless-ratified condition; State-legislature mode; three-fourths threshold; seven-year deadline","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000316","US-AM-ATOM-000102","F1","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/APPOINTMENT","The Constitution establishes this authority, succession, or office-transition rule: The District constituting the seat of Government of the United States shall appoint in such manner as the Congress may direct: A number of electors of President and Vice President equal to the whole number of Senators and Representatives in Congress to which the District would be entitled if it were a State, but in no event more than the least populous State","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","5","US-CP-000648","US-CP-000652","District appoints presidential electors; appointment manner directed by Congress; elector number equals hypothetical congressional representation; cap at least-populous-State number; President/Vice-President electoral function","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000317","US-AM-ATOM-000103","F6","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/STATUS","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: they shall be in addition to those appointed by the States, but they shall be considered, for the purposes of the election of President and Vice President, to be electors appointed by a State","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","3","US-CP-000653","US-CP-000655","District electors additional to State electors; treated as State-appointed electors; treatment limited to presidential-election purposes","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000318","US-AM-ATOM-000104","F3","UNITED-STATES/DISTRICT-OF-COLUMBIA/PRESIDENTIAL-ELECTORS/DUTIES","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and they shall meet in the District and perform such duties as provided by the twelfth article of amendment.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","3","US-CP-000656","US-CP-000658","District electors meet in District; perform elector duties; duties follow Twelfth Amendment framework","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000319","US-AM-ATOM-000105","F3","UNITED-STATES/CONGRESS/AMENDMENT-23/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","2","US-CP-000659","US-CP-000660","Congressional enforcement authority; appropriate-legislation limitation","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000320","US-AM-ATOM-000106","F5","UNITED-STATES/VOTING/POLL-TAX","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote in any primary or other election for President or Vice President, for electors for President or Vice President, or for Senator or Representative in Congress, shall not be denied or abridged by the United States or any State by reason of failure to pay any poll tax or other tax.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","4","US-CP-000661","US-CP-000664","citizen voting right in covered federal elections; United States-or-State actor; poll-tax-or-other-tax nonpayment basis; denial-or-abridgment prohibition","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000321","US-AM-ATOM-000107","F3","UNITED-STATES/CONGRESS/AMENDMENT-24/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","2","US-CP-000665","US-CP-000666","Congressional enforcement authority; appropriate-legislation limitation","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000322","US-AM-ATOM-000108","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/REMOVAL-DEATH-RESIGNATION","The Constitution establishes this authority, succession, or office-transition rule: In case of the removal of the President from office or of his death or resignation, the Vice President shall become President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","2","US-CP-000667","US-CP-000668","removal/death/resignation trigger; Vice President becomes President","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000323","US-AM-ATOM-000109","F1","UNITED-STATES/VICE-PRESIDENCY/VACANCY/NOMINATION","The Constitution establishes this authority, succession, or office-transition rule: Whenever there is a vacancy in the office of the Vice President, the President shall nominate a Vice President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","2","US-CP-000669","US-CP-000670","Vice-Presidency vacancy trigger; President nominates Vice President","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000324","US-AM-ATOM-000110","F4","UNITED-STATES/VICE-PRESIDENCY/VACANCY/CONFIRMATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: who shall take office upon confirmation by a majority vote of both Houses of Congress.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","3","US-CP-000671","US-CP-000673","confirmation prerequisite; majority-vote threshold; both Houses must confirm before taking office","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000325","US-AM-ATOM-000111","F1","UNITED-STATES/PRESIDENCY/INABILITY/SELF-DECLARATION","The Constitution establishes this authority, succession, or office-transition rule: Whenever the President transmits to the President pro tempore of the Senate and the Speaker of the House of Representatives his written declaration that he is unable to discharge the powers and duties of his office, and until he transmits to them a written declaration to the contrary, such powers and duties shall be discharged by the Vice President as Acting President.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","5","US-CP-000674","US-CP-000678","President written declaration; specified congressional recipients; inability content; Vice President discharges powers as Acting President until contrary declaration","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000326","US-AM-ATOM-000112","F4","UNITED-STATES/PRESIDENCY/INABILITY/VICE-PRESIDENT-CABINET-DECLARATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: Whenever the Vice President and a majority of either the principal officers of the executive departments or of such other body as Congress may by law provide, transmit to the President pro tempore of the Senate and the Speaker of the House of Representatives their written declaration that the President is unable to discharge the powers and duties of his office, the Vice President shall immediately assume the powers and duties of the office as Acting President.","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","5","US-CP-000679","US-CP-000683","Vice President plus required majority; specified body source; written inability declaration to specified recipients; inability content; immediate Acting-President consequence","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000327","US-AM-ATOM-000113","F1","UNITED-STATES/PRESIDENCY/INABILITY/RESUMPTION-COUNTERDECLARATION","The Constitution establishes this office-authority transition rule: when the President transmits the specified written declaration that no inability exists, the President resumes the powers and duties of the office, subject to the source-defined counterdeclaration condition.","Presidential resumption is not established under this mechanism without the specified written declaration, recipients, and absence of the source-defined timely counterdeclaration.","3","US-CP-000684","US-CP-000686","President transmits no-inability declaration; President resumes powers and duties; resumption remains subject to source-defined counterdeclaration condition","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000328","US-AM-ATOM-000113","F4","UNITED-STATES/PRESIDENCY/INABILITY/RESUMPTION-COUNTERDECLARATION","The Constitution establishes this concurrence and timing rule: the Vice President and a majority of either the principal officers of the executive department or another body provided by Congress may transmit within four days the specified written declaration that the President is unable to discharge the powers and duties of the office.","The counterdeclaration effect is not established under this mechanism without the Vice President, the required majority body, the specified written declaration and recipients, and transmission within the four-day window.","4","US-CP-000687","US-CP-000690","Vice President plus required majority; authorized officer/body source; four-day deadline; written inability counterdeclaration","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000329","US-AM-ATOM-000114","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/DECISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Thereupon Congress shall decide the issue","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","1","US-CP-000691","US-CP-000691","single source-bounded independently testable condition represented by the frozen mechanism","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000330","US-AM-ATOM-000115","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/ASSEMBLY-TIMING","The Constitution establishes this scoped power, duty, qualification, or procedural rule: assembling within forty-eight hours for that purpose if not in session","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","3","US-CP-000692","US-CP-000694","Congress not-in-session trigger; assembly duty; forty-eight-hour deadline","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000331","US-AM-ATOM-000116","F4","UNITED-STATES/CONGRESS/PRESIDENTIAL-INABILITY/TWO-THIRDS-DETERMINATION","The Constitution establishes this concurrence, quorum, majority, or threshold rule: If the Congress, within twenty-one days after receipt of the latter written declaration, or, if Congress is not in session, within twenty-one days after Congress is required to assemble, determines by two-thirds vote of both Houses that the President is unable to discharge the powers and duties of his office","The constitutional effect is not established unless the source-defined concurrence, quorum, majority, or threshold condition is satisfied.","4","US-CP-000695","US-CP-000698","applicable twenty-one-day decision window; Congress determines presidential inability; two-thirds vote of both Houses; alternate window anchor when Congress was not in session","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000332","US-AM-ATOM-000117","F1","UNITED-STATES/PRESIDENCY/INABILITY/ACTING-PRESIDENT-CONTINUATION","The Constitution establishes this authority, succession, or office-transition rule: the Vice President shall continue to discharge the same as Acting President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","1","US-CP-000699","US-CP-000699","single source-bounded independently testable condition represented by the frozen mechanism","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000333","US-AM-ATOM-000118","F1","UNITED-STATES/PRESIDENCY/INABILITY/PRESIDENTIAL-RESUMPTION","The Constitution establishes this authority, succession, or office-transition rule: otherwise, the President shall resume the powers and duties of his office.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","1","US-CP-000700","US-CP-000700","single source-bounded independently testable condition represented by the frozen mechanism","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000334","US-AM-ATOM-000119","F5","UNITED-STATES/VOTING/AGE-18","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States, who are eighteen years of age or older, to vote shall not be denied or abridged by the United States or by any State on account of age.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","4","US-CP-000701","US-CP-000704","citizen age eighteen-or-older qualification; voting right; United States-or-State actor; age prohibited basis","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000335","US-AM-ATOM-000120","F3","UNITED-STATES/CONGRESS/AMENDMENT-26/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","2","US-CP-000705","US-CP-000706","Congressional enforcement authority; appropriate-legislation limitation","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
"US-CM-000336","US-AM-ATOM-000121","F7","UNITED-STATES/CONGRESS/COMPENSATION/EFFECTIVE-DELAY","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: No law, varying the compensation for the services of the Senators and Representatives, shall take effect, until an election of Representatives shall have intervened.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","3","US-CP-000707","US-CP-000709","law varies congressional compensation; law cannot take effect immediately; intervening House election prerequisite","Count adjudicated from the frozen mechanism's independently testable source-bounded conditions; structural cues were used only as review aids. No case law, external doctrine, ORYNTH mapping, correspondence grade, or proof binding was introduced.","FINAL","ADJUDICATED-PRE-GENERATION"
