"predicate_id","mechanism_id","predicate_ordinal_within_mechanism","mechanism_predicate_count","source_clause_id","mechanism_family","jurisdiction_scope","normalized_mechanism","negative_condition","independent_condition_summary","predicate_class","predicate_expression","required_state","failure_state","resolution_policy","status","review_status"
"US-CP-000570","US-CM-000288","2","4","US-AM-ATOM-000070","F3","UNITED-STATES/SENATE/VACANCIES/TEMPORARY-APPOINTMENTS","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Provided, That the legislature of any State may empower the executive thereof to make temporary appointments until the people fill the vacancies by election as the legislature may direct.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","State legislature empowerment; executive temporary-appointment authority; temporary duration until popular election; election conducted as legislature directs","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000571","US-CM-000288","3","4","US-AM-ATOM-000070","F3","UNITED-STATES/SENATE/VACANCIES/TEMPORARY-APPOINTMENTS","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Provided, That the legislature of any State may empower the executive thereof to make temporary appointments until the people fill the vacancies by election as the legislature may direct.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","State legislature empowerment; executive temporary-appointment authority; temporary duration until popular election; election conducted as legislature directs","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000572","US-CM-000288","4","4","US-AM-ATOM-000070","F3","UNITED-STATES/SENATE/VACANCIES/TEMPORARY-APPOINTMENTS","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Provided, That the legislature of any State may empower the executive thereof to make temporary appointments until the people fill the vacancies by election as the legislature may direct.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","State legislature empowerment; executive temporary-appointment authority; temporary duration until popular election; election conducted as legislature directs","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000573","US-CM-000289","1","2","US-AM-ATOM-000071","F7","UNITED-STATES/SENATE/AMENDMENT-17/TRANSITION","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This amendment shall not be so construed as to affect the election or term of any Senator chosen before it becomes valid as part of the Constitution.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","pre-validity Senator election/term status; amendment non-effect on that election or term","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000574","US-CM-000289","2","2","US-AM-ATOM-000071","F7","UNITED-STATES/SENATE/AMENDMENT-17/TRANSITION","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This amendment shall not be so construed as to affect the election or term of any Senator chosen before it becomes valid as part of the Constitution.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","pre-validity Senator election/term status; amendment non-effect on that election or term","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000575","US-CM-000290","1","4","US-AM-ATOM-000072|US-AM-ATOM-000073|US-AM-ATOM-000074|US-AM-ATOM-000075|US-AM-ATOM-000076","F5","UNITED-STATES/INTOXICATING-LIQUOR/PROHIBITED-OPERATIONS","The Constitution establishes this prohibition: after one year from ratification, the manufacture, sale, or transportation of intoxicating liquors within, and the importation into or exportation from, the United States and territory subject to its jurisdiction for beverage purposes is prohibited.","The prohibited-operation effect is not established outside the source-defined one-year effectiveness trigger, intoxicating-liquor subject, beverage-purpose limitation, enumerated operations, and territorial scope.","one-year-after-ratification trigger; covered liquor operations; covered United States/territory jurisdiction; beverage-purpose limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000576","US-CM-000290","2","4","US-AM-ATOM-000072|US-AM-ATOM-000073|US-AM-ATOM-000074|US-AM-ATOM-000075|US-AM-ATOM-000076","F5","UNITED-STATES/INTOXICATING-LIQUOR/PROHIBITED-OPERATIONS","The Constitution establishes this prohibition: after one year from ratification, the manufacture, sale, or transportation of intoxicating liquors within, and the importation into or exportation from, the United States and territory subject to its jurisdiction for beverage purposes is prohibited.","The prohibited-operation effect is not established outside the source-defined one-year effectiveness trigger, intoxicating-liquor subject, beverage-purpose limitation, enumerated operations, and territorial scope.","one-year-after-ratification trigger; covered liquor operations; covered United States/territory jurisdiction; beverage-purpose limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000577","US-CM-000290","3","4","US-AM-ATOM-000072|US-AM-ATOM-000073|US-AM-ATOM-000074|US-AM-ATOM-000075|US-AM-ATOM-000076","F5","UNITED-STATES/INTOXICATING-LIQUOR/PROHIBITED-OPERATIONS","The Constitution establishes this prohibition: after one year from ratification, the manufacture, sale, or transportation of intoxicating liquors within, and the importation into or exportation from, the United States and territory subject to its jurisdiction for beverage purposes is prohibited.","The prohibited-operation effect is not established outside the source-defined one-year effectiveness trigger, intoxicating-liquor subject, beverage-purpose limitation, enumerated operations, and territorial scope.","one-year-after-ratification trigger; covered liquor operations; covered United States/territory jurisdiction; beverage-purpose limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000578","US-CM-000290","4","4","US-AM-ATOM-000072|US-AM-ATOM-000073|US-AM-ATOM-000074|US-AM-ATOM-000075|US-AM-ATOM-000076","F5","UNITED-STATES/INTOXICATING-LIQUOR/PROHIBITED-OPERATIONS","The Constitution establishes this prohibition: after one year from ratification, the manufacture, sale, or transportation of intoxicating liquors within, and the importation into or exportation from, the United States and territory subject to its jurisdiction for beverage purposes is prohibited.","The prohibited-operation effect is not established outside the source-defined one-year effectiveness trigger, intoxicating-liquor subject, beverage-purpose limitation, enumerated operations, and territorial scope.","one-year-after-ratification trigger; covered liquor operations; covered United States/territory jurisdiction; beverage-purpose limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000579","US-CM-000291","1","3","US-AM-ATOM-000077","F3","UNITED-STATES/FEDERAL-STATE/AMENDMENT-18/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress and the several States shall have concurrent power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congress and several States as concurrent actors; enforcement of article; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000580","US-CM-000291","2","3","US-AM-ATOM-000077","F3","UNITED-STATES/FEDERAL-STATE/AMENDMENT-18/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress and the several States shall have concurrent power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congress and several States as concurrent actors; enforcement of article; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000581","US-CM-000291","3","3","US-AM-ATOM-000077","F3","UNITED-STATES/FEDERAL-STATE/AMENDMENT-18/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress and the several States shall have concurrent power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congress and several States as concurrent actors; enforcement of article; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000582","US-CM-000292","1","4","US-AM-ATOM-000078","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-18/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","inoperative-unless-ratified condition; State-legislature ratification mode; constitutional ratification framework; seven-year deadline from submission","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000583","US-CM-000292","2","4","US-AM-ATOM-000078","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-18/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","inoperative-unless-ratified condition; State-legislature ratification mode; constitutional ratification framework; seven-year deadline from submission","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000584","US-CM-000292","3","4","US-AM-ATOM-000078","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-18/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","inoperative-unless-ratified condition; State-legislature ratification mode; constitutional ratification framework; seven-year deadline from submission","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000585","US-CM-000292","4","4","US-AM-ATOM-000078","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-18/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","inoperative-unless-ratified condition; State-legislature ratification mode; constitutional ratification framework; seven-year deadline from submission","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000586","US-CM-000293","1","3","US-AM-ATOM-000079","F5","UNITED-STATES/VOTING/SEX","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of sex.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","citizen voting right; United States-or-State actor; sex prohibited basis","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000587","US-CM-000293","2","3","US-AM-ATOM-000079","F5","UNITED-STATES/VOTING/SEX","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of sex.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","citizen voting right; United States-or-State actor; sex prohibited basis","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000588","US-CM-000293","3","3","US-AM-ATOM-000079","F5","UNITED-STATES/VOTING/SEX","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of citizens of the United States to vote shall not be denied or abridged by the United States or by any State on account of sex.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","citizen voting right; United States-or-State actor; sex prohibited basis","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000589","US-CM-000294","1","2","US-AM-ATOM-000080","F3","UNITED-STATES/CONGRESS/AMENDMENT-19/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congressional enforcement authority; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000590","US-CM-000294","2","2","US-AM-ATOM-000080","F3","UNITED-STATES/CONGRESS/AMENDMENT-19/ENFORCEMENT","The Constitution establishes this scoped power, duty, qualification, or procedural rule: Congress shall have power to enforce this article by appropriate legislation.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congressional enforcement authority; appropriate-legislation limitation","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000591","US-CM-000295","1","2","US-AM-ATOM-000081","F7","UNITED-STATES/PRESIDENCY/TERM-END","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: The terms of the President and Vice President shall end at noon on the 20th day of January","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","President-and-Vice-President term endpoint; noon on January 20 temporal boundary","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000592","US-CM-000295","2","2","US-AM-ATOM-000081","F7","UNITED-STATES/PRESIDENCY/TERM-END","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: The terms of the President and Vice President shall end at noon on the 20th day of January","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","President-and-Vice-President term endpoint; noon on January 20 temporal boundary","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000593","US-CM-000296","1","3","US-AM-ATOM-000082","F7","UNITED-STATES/CONGRESS/TERM-END","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: and the terms of Senators and Representatives at noon on the 3d day of January, of the years in which such terms would have ended if this article had not been ratified","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","Senator-and-Representative term endpoint; noon on January 3; applies in years terms otherwise would have ended","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000594","US-CM-000296","2","3","US-AM-ATOM-000082","F7","UNITED-STATES/CONGRESS/TERM-END","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: and the terms of Senators and Representatives at noon on the 3d day of January, of the years in which such terms would have ended if this article had not been ratified","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","Senator-and-Representative term endpoint; noon on January 3; applies in years terms otherwise would have ended","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000595","US-CM-000296","3","3","US-AM-ATOM-000082","F7","UNITED-STATES/CONGRESS/TERM-END","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: and the terms of Senators and Representatives at noon on the 3d day of January, of the years in which such terms would have ended if this article had not been ratified","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","Senator-and-Representative term endpoint; noon on January 3; applies in years terms otherwise would have ended","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000596","US-CM-000297","1","1","US-AM-ATOM-000083","F7","UNITED-STATES/FEDERAL-OFFICE/SUCCESSOR-TERM-BEGIN","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: and the terms of their successors shall then begin.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","single source-bounded independently testable condition represented by the frozen mechanism","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000597","US-CM-000298","1","2","US-AM-ATOM-000084","F3","UNITED-STATES/CONGRESS/ANNUAL-ASSEMBLY","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall assemble at least once in every year","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congress assembly duty; at-least-once-each-year frequency","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000598","US-CM-000298","2","2","US-AM-ATOM-000084","F3","UNITED-STATES/CONGRESS/ANNUAL-ASSEMBLY","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress shall assemble at least once in every year","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congress assembly duty; at-least-once-each-year frequency","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000599","US-CM-000299","1","3","US-AM-ATOM-000085","F3","UNITED-STATES/CONGRESS/ASSEMBLY-DATE","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and such meeting shall begin at noon on the 3d day of January, unless they shall by law appoint a different day.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","default meeting time noon January 3; Congress may set different day by law; statutory exception controls departure from default","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000600","US-CM-000299","2","3","US-AM-ATOM-000085","F3","UNITED-STATES/CONGRESS/ASSEMBLY-DATE","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and such meeting shall begin at noon on the 3d day of January, unless they shall by law appoint a different day.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","default meeting time noon January 3; Congress may set different day by law; statutory exception controls departure from default","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000601","US-CM-000299","3","3","US-AM-ATOM-000085","F3","UNITED-STATES/CONGRESS/ASSEMBLY-DATE","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and such meeting shall begin at noon on the 3d day of January, unless they shall by law appoint a different day.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","default meeting time noon January 3; Congress may set different day by law; statutory exception controls departure from default","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000602","US-CM-000300","1","3","US-AM-ATOM-000086","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/PRESIDENT-ELECT-DEATH","The Constitution establishes this authority, succession, or office-transition rule: If, at the time fixed for the beginning of the term of the President, the President elect shall have died, the Vice President elect shall become President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","President-elect death trigger at term start; Vice-President-elect identity; succession to President","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000603","US-CM-000300","2","3","US-AM-ATOM-000086","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/PRESIDENT-ELECT-DEATH","The Constitution establishes this authority, succession, or office-transition rule: If, at the time fixed for the beginning of the term of the President, the President elect shall have died, the Vice President elect shall become President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","President-elect death trigger at term start; Vice-President-elect identity; succession to President","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000604","US-CM-000300","3","3","US-AM-ATOM-000086","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/PRESIDENT-ELECT-DEATH","The Constitution establishes this authority, succession, or office-transition rule: If, at the time fixed for the beginning of the term of the President, the President elect shall have died, the Vice President elect shall become President","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","President-elect death trigger at term start; Vice-President-elect identity; succession to President","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000605","US-CM-000301","1","3","US-AM-ATOM-000087","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/PRESIDENT-ELECT-NOT-QUALIFIED","The Constitution establishes this authority, succession, or office-transition rule: If a President shall not have been chosen before the time fixed for the beginning of his term, or if the President elect shall have failed to qualify, then the Vice President elect shall act as President until a President shall have qualified","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","no-President-chosen or President-elect-failed-to-qualify trigger; Vice-President-elect acts as President; acting period lasts until President qualifies","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000606","US-CM-000301","2","3","US-AM-ATOM-000087","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/PRESIDENT-ELECT-NOT-QUALIFIED","The Constitution establishes this authority, succession, or office-transition rule: If a President shall not have been chosen before the time fixed for the beginning of his term, or if the President elect shall have failed to qualify, then the Vice President elect shall act as President until a President shall have qualified","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","no-President-chosen or President-elect-failed-to-qualify trigger; Vice-President-elect acts as President; acting period lasts until President qualifies","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000607","US-CM-000301","3","3","US-AM-ATOM-000087","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/PRESIDENT-ELECT-NOT-QUALIFIED","The Constitution establishes this authority, succession, or office-transition rule: If a President shall not have been chosen before the time fixed for the beginning of his term, or if the President elect shall have failed to qualify, then the Vice President elect shall act as President until a President shall have qualified","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","no-President-chosen or President-elect-failed-to-qualify trigger; Vice-President-elect acts as President; acting period lasts until President qualifies","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000608","US-CM-000302","1","4","US-AM-ATOM-000088","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-SUCCESSION/NEITHER-QUALIFIED","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and the Congress may by law provide for the case wherein neither a President elect nor a Vice President elect shall have qualified, declaring who shall then act as President, or the manner in which one who is to act shall be selected","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","neither President-elect nor Vice-President-elect qualified trigger; Congress acts by law; law declares acting person or selection manner; acting-President arrangement","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000609","US-CM-000302","2","4","US-AM-ATOM-000088","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-SUCCESSION/NEITHER-QUALIFIED","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and the Congress may by law provide for the case wherein neither a President elect nor a Vice President elect shall have qualified, declaring who shall then act as President, or the manner in which one who is to act shall be selected","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","neither President-elect nor Vice-President-elect qualified trigger; Congress acts by law; law declares acting person or selection manner; acting-President arrangement","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000610","US-CM-000302","3","4","US-AM-ATOM-000088","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-SUCCESSION/NEITHER-QUALIFIED","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and the Congress may by law provide for the case wherein neither a President elect nor a Vice President elect shall have qualified, declaring who shall then act as President, or the manner in which one who is to act shall be selected","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","neither President-elect nor Vice-President-elect qualified trigger; Congress acts by law; law declares acting person or selection manner; acting-President arrangement","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000611","US-CM-000302","4","4","US-AM-ATOM-000088","F3","UNITED-STATES/CONGRESS/PRESIDENTIAL-SUCCESSION/NEITHER-QUALIFIED","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and the Congress may by law provide for the case wherein neither a President elect nor a Vice President elect shall have qualified, declaring who shall then act as President, or the manner in which one who is to act shall be selected","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","neither President-elect nor Vice-President-elect qualified trigger; Congress acts by law; law declares acting person or selection manner; acting-President arrangement","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000612","US-CM-000303","1","2","US-AM-ATOM-000089","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/ACTING-PRESIDENT-DURATION","The Constitution establishes this authority, succession, or office-transition rule: and such person shall act accordingly until a President or Vice President shall have qualified.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","designated person acts accordingly; duration until President or Vice-President qualifies","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000613","US-CM-000303","2","2","US-AM-ATOM-000089","F1","UNITED-STATES/PRESIDENCY/SUCCESSION/ACTING-PRESIDENT-DURATION","The Constitution establishes this authority, succession, or office-transition rule: and such person shall act accordingly until a President or Vice President shall have qualified.","Authority, succession, or office effect is not established outside the actor, trigger, scope, or transition stated by this source.","designated person acts accordingly; duration until President or Vice-President qualifies","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000614","US-CM-000304","1","3","US-AM-ATOM-000090","F3","UNITED-STATES/CONGRESS/CONTINGENT-PRESIDENT/DEATH-PROVISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress may by law provide for the case of the death of any of the persons from whom the House of Representatives may choose a President whenever the right of choice shall have devolved upon them","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congress acts by law; death in House contingent candidate pool; House right-of-choice has devolved","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000615","US-CM-000304","2","3","US-AM-ATOM-000090","F3","UNITED-STATES/CONGRESS/CONTINGENT-PRESIDENT/DEATH-PROVISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress may by law provide for the case of the death of any of the persons from whom the House of Representatives may choose a President whenever the right of choice shall have devolved upon them","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congress acts by law; death in House contingent candidate pool; House right-of-choice has devolved","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000616","US-CM-000304","3","3","US-AM-ATOM-000090","F3","UNITED-STATES/CONGRESS/CONTINGENT-PRESIDENT/DEATH-PROVISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: The Congress may by law provide for the case of the death of any of the persons from whom the House of Representatives may choose a President whenever the right of choice shall have devolved upon them","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congress acts by law; death in House contingent candidate pool; House right-of-choice has devolved","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000617","US-CM-000305","1","3","US-AM-ATOM-000091","F3","UNITED-STATES/CONGRESS/CONTINGENT-VICE-PRESIDENT/DEATH-PROVISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and for the case of the death of any of the persons from whom the Senate may choose a Vice President whenever the right of choice shall have devolved upon them.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congress acts by law; death in Senate contingent candidate pool; Senate right-of-choice has devolved","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000618","US-CM-000305","2","3","US-AM-ATOM-000091","F3","UNITED-STATES/CONGRESS/CONTINGENT-VICE-PRESIDENT/DEATH-PROVISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and for the case of the death of any of the persons from whom the Senate may choose a Vice President whenever the right of choice shall have devolved upon them.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congress acts by law; death in Senate contingent candidate pool; Senate right-of-choice has devolved","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000619","US-CM-000305","3","3","US-AM-ATOM-000091","F3","UNITED-STATES/CONGRESS/CONTINGENT-VICE-PRESIDENT/DEATH-PROVISION","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and for the case of the death of any of the persons from whom the Senate may choose a Vice President whenever the right of choice shall have devolved upon them.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","Congress acts by law; death in Senate contingent candidate pool; Senate right-of-choice has devolved","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
