"predicate_id","mechanism_id","predicate_class","predicate_expression","required_state","failure_state","resolution_policy","status"
"US-CP-000610","US-CM-000302","SCOPED-CONDITION","cm_000302_law_declares_acting_person_or_selection_manner == TRUE","Source-defined condition is satisfied: law declares acting person or selection manner.","Source-defined condition is not satisfied: law declares acting person or selection manner.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000611","US-CM-000302","SCOPED-CONDITION","cm_000302_acting_president_arrangement == TRUE","Source-defined condition is satisfied: acting-President arrangement.","Source-defined condition is not satisfied: acting-President arrangement.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000612","US-CM-000303","AUTHORITY-SOURCE","cm_000303_designated_person_acts_accordingly == TRUE","Source-defined condition is satisfied: designated person acts accordingly.","Source-defined condition is not satisfied: designated person acts accordingly.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000613","US-CM-000303","TEMPORAL-CONDITION","cm_000303_duration_until_president_or_vice_president_qualifies == TRUE","Source-defined condition is satisfied: duration until President or Vice-President qualifies.","Source-defined condition is not satisfied: duration until President or Vice-President qualifies.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000614","US-CM-000304","AUTHORIZED-ACTOR","cm_000304_congress_acts_by_law == TRUE","Source-defined condition is satisfied: Congress acts by law.","Source-defined condition is not satisfied: Congress acts by law.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000615","US-CM-000304","SCOPED-CONDITION","cm_000304_death_in_house_contingent_candidate_pool == TRUE","Source-defined condition is satisfied: death in House contingent candidate pool.","Source-defined condition is not satisfied: death in House contingent candidate pool.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000616","US-CM-000304","RIGHT-PROTECTION","cm_000304_house_right_of_choice_has_devolved == TRUE","Source-defined condition is satisfied: House right-of-choice has devolved.","Source-defined condition is not satisfied: House right-of-choice has devolved.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000617","US-CM-000305","AUTHORIZED-ACTOR","cm_000305_congress_acts_by_law == TRUE","Source-defined condition is satisfied: Congress acts by law.","Source-defined condition is not satisfied: Congress acts by law.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000618","US-CM-000305","SCOPED-CONDITION","cm_000305_death_in_senate_contingent_candidate_pool == TRUE","Source-defined condition is satisfied: death in Senate contingent candidate pool.","Source-defined condition is not satisfied: death in Senate contingent candidate pool.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000619","US-CM-000305","RIGHT-PROTECTION","cm_000305_senate_right_of_choice_has_devolved == TRUE","Source-defined condition is satisfied: Senate right-of-choice has devolved.","Source-defined condition is not satisfied: Senate right-of-choice has devolved.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000620","US-CM-000306","CONTROLLED-MUTATION","cm_000306_sections_1_and_2_as_affected_provisions == TRUE","Source-defined condition is satisfied: Sections 1 and 2 as affected provisions.","Source-defined condition is not satisfied: Sections 1 and 2 as affected provisions.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000621","US-CM-000306","CONTROLLED-MUTATION","cm_000306_effect_date_is_october_15_following_ratification == TRUE","Source-defined condition is satisfied: effect date is October 15 following ratification.","Source-defined condition is not satisfied: effect date is October 15 following ratification.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000622","US-CM-000307","CONTROLLED-MUTATION","cm_000307_inoperative_unless_ratified_condition == TRUE","Source-defined condition is satisfied: inoperative-unless-ratified condition.","Source-defined condition is not satisfied: inoperative-unless-ratified condition.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000623","US-CM-000307","PROCEDURAL-PREREQUISITE","cm_000307_state_legislature_mode == TRUE","Source-defined condition is satisfied: State-legislature mode.","Source-defined condition is not satisfied: State-legislature mode.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000624","US-CM-000307","THRESHOLD","cm_000307_three_fourths_threshold == TRUE","Source-defined condition is satisfied: three-fourths threshold.","Source-defined condition is not satisfied: three-fourths threshold.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000625","US-CM-000307","TEMPORAL-CONDITION","cm_000307_seven_year_deadline == TRUE","Source-defined condition is satisfied: seven-year deadline.","Source-defined condition is not satisfied: seven-year deadline.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000626","US-CM-000308","CONTROLLED-MUTATION","cm_000308_the_eighteenth_article_of_amendment_to_the_constitution_of_the_united == TRUE","Source-defined condition is satisfied: The eighteenth article of amendment to the Constitution of the United States is hereby repealed.","Source-defined condition is not satisfied: The eighteenth article of amendment to the Constitution of the United States is hereby repealed.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000627","US-CM-000309","PROHIBITION","cm_000309_transportation_or_importation_operation == TRUE","Source-defined condition is satisfied: transportation-or-importation operation.","Source-defined condition is not satisfied: transportation-or-importation operation.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000628","US-CM-000309","JURISDICTION","cm_000309_into_covered_state_territory_possession == TRUE","Source-defined condition is satisfied: into covered State/Territory/possession.","Source-defined condition is not satisfied: into covered State/Territory/possession.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000629","US-CM-000309","PROHIBITION","cm_000309_delivery_or_use_purpose == TRUE","Source-defined condition is satisfied: delivery-or-use purpose.","Source-defined condition is not satisfied: delivery-or-use purpose.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000630","US-CM-000309","PROHIBITION","cm_000309_violation_of_local_law == TRUE","Source-defined condition is satisfied: violation of local law.","Source-defined condition is not satisfied: violation of local law.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000631","US-CM-000310","CONTROLLED-MUTATION","cm_000310_inoperative_unless_ratified_condition == TRUE","Source-defined condition is satisfied: inoperative-unless-ratified condition.","Source-defined condition is not satisfied: inoperative-unless-ratified condition.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000632","US-CM-000310","PROCEDURAL-PREREQUISITE","cm_000310_state_convention_mode == TRUE","Source-defined condition is satisfied: State-convention mode.","Source-defined condition is not satisfied: State-convention mode.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000633","US-CM-000310","CONTROLLED-MUTATION","cm_000310_constitutional_ratification_framework == TRUE","Source-defined condition is satisfied: constitutional ratification framework.","Source-defined condition is not satisfied: constitutional ratification framework.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000634","US-CM-000310","TEMPORAL-CONDITION","cm_000310_seven_year_deadline == TRUE","Source-defined condition is satisfied: seven-year deadline.","Source-defined condition is not satisfied: seven-year deadline.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000635","US-CM-000311","PROHIBITION","cm_000311_election_to_president_scope == TRUE","Source-defined condition is satisfied: election to President scope.","Source-defined condition is not satisfied: election to President scope.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000636","US-CM-000311","PROHIBITION","cm_000311_maximum_two_elections == TRUE","Source-defined condition is satisfied: maximum two elections.","Source-defined condition is not satisfied: maximum two elections.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000637","US-CM-000312","QUALIFICATION-STATUS","cm_000312_held_or_acted_as_president_status == TRUE","Source-defined condition is satisfied: held-or-acted-as-President status.","Source-defined condition is not satisfied: held-or-acted-as-President status.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000638","US-CM-000312","THRESHOLD","cm_000312_more_than_two_years_threshold_in_another_person_s_term == TRUE","Source-defined condition is satisfied: more-than-two-years threshold in another person's term.","Source-defined condition is not satisfied: more-than-two-years threshold in another person's term.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000639","US-CM-000312","PROHIBITION","cm_000312_maximum_one_later_election == TRUE","Source-defined condition is satisfied: maximum one later election.","Source-defined condition is not satisfied: maximum one later election.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000640","US-CM-000313","CONTROLLED-MUTATION","cm_000313_person_holding_presidency_when_article_proposed == TRUE","Source-defined condition is satisfied: person holding Presidency when Article proposed.","Source-defined condition is not satisfied: person holding Presidency when Article proposed.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000641","US-CM-000313","CONTROLLED-MUTATION","cm_000313_article_non_application_to_that_person == TRUE","Source-defined condition is satisfied: Article non-application to that person.","Source-defined condition is not satisfied: Article non-application to that person.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000642","US-CM-000314","CONTROLLED-MUTATION","cm_000314_holding_or_acting_during_operative_term == TRUE","Source-defined condition is satisfied: holding-or-acting during operative term.","Source-defined condition is not satisfied: holding-or-acting during operative term.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000643","US-CM-000314","CONTROLLED-MUTATION","cm_000314_remainder_of_term_service_not_prevented == TRUE","Source-defined condition is satisfied: remainder-of-term service not prevented.","Source-defined condition is not satisfied: remainder-of-term service not prevented.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000644","US-CM-000315","CONTROLLED-MUTATION","cm_000315_inoperative_unless_ratified_condition == TRUE","Source-defined condition is satisfied: inoperative-unless-ratified condition.","Source-defined condition is not satisfied: inoperative-unless-ratified condition.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000645","US-CM-000315","PROCEDURAL-PREREQUISITE","cm_000315_state_legislature_mode == TRUE","Source-defined condition is satisfied: State-legislature mode.","Source-defined condition is not satisfied: State-legislature mode.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000646","US-CM-000315","THRESHOLD","cm_000315_three_fourths_threshold == TRUE","Source-defined condition is satisfied: three-fourths threshold.","Source-defined condition is not satisfied: three-fourths threshold.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000647","US-CM-000315","TEMPORAL-CONDITION","cm_000315_seven_year_deadline == TRUE","Source-defined condition is satisfied: seven-year deadline.","Source-defined condition is not satisfied: seven-year deadline.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000648","US-CM-000316","AUTHORITY-SOURCE","cm_000316_district_appoints_presidential_electors == TRUE","Source-defined condition is satisfied: District appoints presidential electors.","Source-defined condition is not satisfied: District appoints presidential electors.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000649","US-CM-000316","PROCEDURAL-PREREQUISITE","cm_000316_appointment_manner_directed_by_congress == TRUE","Source-defined condition is satisfied: appointment manner directed by Congress.","Source-defined condition is not satisfied: appointment manner directed by Congress.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000650","US-CM-000316","AUTHORITY-SOURCE","cm_000316_elector_number_equals_hypothetical_congressional_representation == TRUE","Source-defined condition is satisfied: elector number equals hypothetical congressional representation.","Source-defined condition is not satisfied: elector number equals hypothetical congressional representation.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000651","US-CM-000316","AUTHORITY-SOURCE","cm_000316_cap_at_least_populous_state_number == TRUE","Source-defined condition is satisfied: cap at least-populous-State number.","Source-defined condition is not satisfied: cap at least-populous-State number.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000652","US-CM-000316","AUTHORITY-SOURCE","cm_000316_president_vice_president_electoral_function == TRUE","Source-defined condition is satisfied: President/Vice-President electoral function.","Source-defined condition is not satisfied: President/Vice-President electoral function.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000653","US-CM-000317","JURISDICTION-BOUNDARY","cm_000317_district_electors_additional_to_state_electors == TRUE","Source-defined condition is satisfied: District electors additional to State electors.","Source-defined condition is not satisfied: District electors additional to State electors.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000654","US-CM-000317","JURISDICTION-BOUNDARY","cm_000317_treated_as_state_appointed_electors == TRUE","Source-defined condition is satisfied: treated as State-appointed electors.","Source-defined condition is not satisfied: treated as State-appointed electors.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000655","US-CM-000317","JURISDICTION-BOUNDARY","cm_000317_treatment_limited_to_presidential_election_purposes == TRUE","Source-defined condition is satisfied: treatment limited to presidential-election purposes.","Source-defined condition is not satisfied: treatment limited to presidential-election purposes.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000656","US-CM-000318","SCOPED-CONDITION","cm_000318_district_electors_meet_in_district == TRUE","Source-defined condition is satisfied: District electors meet in District.","Source-defined condition is not satisfied: District electors meet in District.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000657","US-CM-000318","SCOPED-CONDITION","cm_000318_perform_elector_duties == TRUE","Source-defined condition is satisfied: perform elector duties.","Source-defined condition is not satisfied: perform elector duties.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000658","US-CM-000318","SCOPED-CONDITION","cm_000318_duties_follow_twelfth_amendment_framework == TRUE","Source-defined condition is satisfied: duties follow Twelfth Amendment framework.","Source-defined condition is not satisfied: duties follow Twelfth Amendment framework.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000659","US-CM-000319","AUTHORIZED-ACTOR","cm_000319_congressional_enforcement_authority == TRUE","Source-defined condition is satisfied: Congressional enforcement authority.","Source-defined condition is not satisfied: Congressional enforcement authority.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000660","US-CM-000319","SCOPED-CONDITION","cm_000319_appropriate_legislation_limitation == TRUE","Source-defined condition is satisfied: appropriate-legislation limitation.","Source-defined condition is not satisfied: appropriate-legislation limitation.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000661","US-CM-000320","QUALIFICATION-STATUS","cm_000320_citizen_voting_right_in_covered_federal_elections == TRUE","Source-defined condition is satisfied: citizen voting right in covered federal elections.","Source-defined condition is not satisfied: citizen voting right in covered federal elections.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000662","US-CM-000320","AUTHORIZED-ACTOR","cm_000320_united_states_or_state_actor == TRUE","Source-defined condition is satisfied: United States-or-State actor.","Source-defined condition is not satisfied: United States-or-State actor.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000663","US-CM-000320","PROHIBITION","cm_000320_poll_tax_or_other_tax_nonpayment_basis == TRUE","Source-defined condition is satisfied: poll-tax-or-other-tax nonpayment basis.","Source-defined condition is not satisfied: poll-tax-or-other-tax nonpayment basis.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000664","US-CM-000320","PROHIBITION","cm_000320_denial_or_abridgment_prohibition == TRUE","Source-defined condition is satisfied: denial-or-abridgment prohibition.","Source-defined condition is not satisfied: denial-or-abridgment prohibition.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000665","US-CM-000321","AUTHORIZED-ACTOR","cm_000321_congressional_enforcement_authority == TRUE","Source-defined condition is satisfied: Congressional enforcement authority.","Source-defined condition is not satisfied: Congressional enforcement authority.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000666","US-CM-000321","SCOPED-CONDITION","cm_000321_appropriate_legislation_limitation == TRUE","Source-defined condition is satisfied: appropriate-legislation limitation.","Source-defined condition is not satisfied: appropriate-legislation limitation.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000667","US-CM-000322","TEMPORAL-CONDITION","cm_000322_removal_death_resignation_trigger == TRUE","Source-defined condition is satisfied: removal/death/resignation trigger.","Source-defined condition is not satisfied: removal/death/resignation trigger.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000668","US-CM-000322","AUTHORITY-SOURCE","cm_000322_vice_president_becomes_president == TRUE","Source-defined condition is satisfied: Vice President becomes President.","Source-defined condition is not satisfied: Vice President becomes President.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000669","US-CM-000323","TEMPORAL-CONDITION","cm_000323_vice_presidency_vacancy_trigger == TRUE","Source-defined condition is satisfied: Vice-Presidency vacancy trigger.","Source-defined condition is not satisfied: Vice-Presidency vacancy trigger.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000670","US-CM-000323","AUTHORITY-SOURCE","cm_000323_president_nominates_vice_president == TRUE","Source-defined condition is satisfied: President nominates Vice President.","Source-defined condition is not satisfied: President nominates Vice President.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000671","US-CM-000324","CONCURRENCE-THRESHOLD","cm_000324_confirmation_prerequisite == TRUE","Source-defined condition is satisfied: confirmation prerequisite.","Source-defined condition is not satisfied: confirmation prerequisite.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000672","US-CM-000324","THRESHOLD","cm_000324_majority_vote_threshold == TRUE","Source-defined condition is satisfied: majority-vote threshold.","Source-defined condition is not satisfied: majority-vote threshold.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000673","US-CM-000324","TEMPORAL-CONDITION","cm_000324_both_houses_must_confirm_before_taking_office == TRUE","Source-defined condition is satisfied: both Houses must confirm before taking office.","Source-defined condition is not satisfied: both Houses must confirm before taking office.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000674","US-CM-000325","AUTHORITY-SOURCE","cm_000325_president_written_declaration == TRUE","Source-defined condition is satisfied: President written declaration.","Source-defined condition is not satisfied: President written declaration.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000675","US-CM-000325","AUTHORITY-SOURCE","cm_000325_specified_congressional_recipients == TRUE","Source-defined condition is satisfied: specified congressional recipients.","Source-defined condition is not satisfied: specified congressional recipients.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000676","US-CM-000325","AUTHORITY-SOURCE","cm_000325_inability_content == TRUE","Source-defined condition is satisfied: inability content.","Source-defined condition is not satisfied: inability content.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000677","US-CM-000325","AUTHORITY-SOURCE","cm_000325_vice_president_discharges_powers_and_duties_as_acting_president == TRUE","Source-defined condition is satisfied: Vice President discharges powers and duties as Acting President.","Source-defined condition is not satisfied: Vice President discharges powers and duties as Acting President.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000678","US-CM-000325","TEMPORAL-CONDITION","cm_000325_acting_president_service_continues_until_a_contrary_declaration_is_tra == TRUE","Source-defined condition is satisfied: Acting-President service continues until a contrary declaration is transmitted.","Source-defined condition is not satisfied: Acting-President service continues until a contrary declaration is transmitted.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000679","US-CM-000326","THRESHOLD","cm_000326_vice_president_plus_required_majority == TRUE","Source-defined condition is satisfied: Vice President plus required majority.","Source-defined condition is not satisfied: Vice President plus required majority.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000680","US-CM-000326","CONCURRENCE-THRESHOLD","cm_000326_specified_body_source == TRUE","Source-defined condition is satisfied: specified body source.","Source-defined condition is not satisfied: specified body source.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000681","US-CM-000326","CONCURRENCE-THRESHOLD","cm_000326_written_inability_declaration_to_specified_recipients == TRUE","Source-defined condition is satisfied: written inability declaration to specified recipients.","Source-defined condition is not satisfied: written inability declaration to specified recipients.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000682","US-CM-000326","CONCURRENCE-THRESHOLD","cm_000326_inability_content == TRUE","Source-defined condition is satisfied: inability content.","Source-defined condition is not satisfied: inability content.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000683","US-CM-000326","CONCURRENCE-THRESHOLD","cm_000326_immediate_acting_president_consequence == TRUE","Source-defined condition is satisfied: immediate Acting-President consequence.","Source-defined condition is not satisfied: immediate Acting-President consequence.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000684","US-CM-000327","AUTHORITY-SOURCE","cm_000327_president_transmits_no_inability_declaration == TRUE","Source-defined condition is satisfied: President transmits no-inability declaration.","Source-defined condition is not satisfied: President transmits no-inability declaration.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000685","US-CM-000327","AUTHORITY-SOURCE","cm_000327_president_resumes_powers_and_duties == TRUE","Source-defined condition is satisfied: President resumes powers and duties.","Source-defined condition is not satisfied: President resumes powers and duties.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000686","US-CM-000327","AUTHORITY-SOURCE","cm_000327_resumption_remains_subject_to_source_defined_counterdeclaration_condit == TRUE","Source-defined condition is satisfied: resumption remains subject to source-defined counterdeclaration condition.","Source-defined condition is not satisfied: resumption remains subject to source-defined counterdeclaration condition.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000687","US-CM-000328","THRESHOLD","cm_000328_vice_president_plus_required_majority == TRUE","Source-defined condition is satisfied: Vice President plus required majority.","Source-defined condition is not satisfied: Vice President plus required majority.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000688","US-CM-000328","CONCURRENCE-THRESHOLD","cm_000328_authorized_officer_body_source == TRUE","Source-defined condition is satisfied: authorized officer/body source.","Source-defined condition is not satisfied: authorized officer/body source.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000689","US-CM-000328","TEMPORAL-CONDITION","cm_000328_four_day_deadline == TRUE","Source-defined condition is satisfied: four-day deadline.","Source-defined condition is not satisfied: four-day deadline.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000690","US-CM-000328","CONCURRENCE-THRESHOLD","cm_000328_written_inability_counterdeclaration == TRUE","Source-defined condition is satisfied: written inability counterdeclaration.","Source-defined condition is not satisfied: written inability counterdeclaration.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000691","US-CM-000329","SCOPED-CONDITION","cm_000329_thereupon_congress_shall_decide_the_issue == TRUE","Source-defined condition is satisfied: Thereupon Congress shall decide the issue.","Source-defined condition is not satisfied: Thereupon Congress shall decide the issue.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000692","US-CM-000330","TEMPORAL-CONDITION","cm_000330_congress_not_in_session_trigger == TRUE","Source-defined condition is satisfied: Congress not-in-session trigger.","Source-defined condition is not satisfied: Congress not-in-session trigger.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000693","US-CM-000330","SCOPED-CONDITION","cm_000330_assembly_duty == TRUE","Source-defined condition is satisfied: assembly duty.","Source-defined condition is not satisfied: assembly duty.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000694","US-CM-000330","TEMPORAL-CONDITION","cm_000330_forty_eight_hour_deadline == TRUE","Source-defined condition is satisfied: forty-eight-hour deadline.","Source-defined condition is not satisfied: forty-eight-hour deadline.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000695","US-CM-000331","TEMPORAL-CONDITION","cm_000331_applicable_twenty_one_day_decision_window == TRUE","Source-defined condition is satisfied: applicable twenty-one-day decision window.","Source-defined condition is not satisfied: applicable twenty-one-day decision window.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000696","US-CM-000331","CONCURRENCE-THRESHOLD","cm_000331_congress_determines_presidential_inability == TRUE","Source-defined condition is satisfied: Congress determines presidential inability.","Source-defined condition is not satisfied: Congress determines presidential inability.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000697","US-CM-000331","THRESHOLD","cm_000331_two_thirds_vote_of_both_houses == TRUE","Source-defined condition is satisfied: two-thirds vote of both Houses.","Source-defined condition is not satisfied: two-thirds vote of both Houses.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000698","US-CM-000331","CONCURRENCE-THRESHOLD","cm_000331_alternate_window_anchor_when_congress_was_not_in_session == TRUE","Source-defined condition is satisfied: alternate window anchor when Congress was not in session.","Source-defined condition is not satisfied: alternate window anchor when Congress was not in session.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000699","US-CM-000332","AUTHORITY-SOURCE","cm_000332_the_vice_president_shall_continue_to_discharge_the_same_as_acting_pres == TRUE","Source-defined condition is satisfied: the Vice President shall continue to discharge the same as Acting President.","Source-defined condition is not satisfied: the Vice President shall continue to discharge the same as Acting President.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000700","US-CM-000333","AUTHORITY-SOURCE","cm_000333_otherwise_the_president_shall_resume_the_powers_and_duties_of_his_offi == TRUE","Source-defined condition is satisfied: otherwise, the President shall resume the powers and duties of his office.","Source-defined condition is not satisfied: otherwise, the President shall resume the powers and duties of his office.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000701","US-CM-000334","THRESHOLD","cm_000334_citizen_age_eighteen_or_older_qualification == TRUE","Source-defined condition is satisfied: citizen age eighteen-or-older qualification.","Source-defined condition is not satisfied: citizen age eighteen-or-older qualification.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000702","US-CM-000334","RIGHT-PROTECTION","cm_000334_voting_right == TRUE","Source-defined condition is satisfied: voting right.","Source-defined condition is not satisfied: voting right.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000703","US-CM-000334","AUTHORIZED-ACTOR","cm_000334_united_states_or_state_actor == TRUE","Source-defined condition is satisfied: United States-or-State actor.","Source-defined condition is not satisfied: United States-or-State actor.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
"US-CP-000704","US-CM-000334","PROHIBITION","cm_000334_age_prohibited_basis == TRUE","Source-defined condition is satisfied: age prohibited basis.","Source-defined condition is not satisfied: age prohibited basis.","REQUIRE-SATISFIED","ADJUDICATED-PRE-MATERIALIZATION"
