"mechanism_id","source_clause_id","mechanism_family","normalized_mechanism","negative_condition","jurisdiction_scope","orynth_mapping_status","correspondence_grade","notes"
"US-CM-000178","US-CONST-ATOM-000178","F6","In the other constitutionally identified cases, the Supreme Court has appellate jurisdiction as to law and fact, subject to exceptions and regulations Congress makes.","Appellate jurisdiction under this clause remains bounded by the identified residual case domain and constitutionally authorized congressional exceptions and regulations.","UNITED-STATES/SUPREME-COURT/APPELLATE-JURISDICTION","UNASSESSED","UNASSESSED","Jurisdictional allocation with congressional exceptions-and-regulations condition."
"US-CM-000179","US-CONST-ATOM-000179","F3","Trials of crimes must be by jury except in cases of impeachment.","For covered criminal trials, the source procedure is not satisfied without a jury; impeachment is expressly excepted.","UNITED-STATES/FEDERAL/CRIMINAL-TRIAL/JURY","UNASSESSED","UNASSESSED","Affirmative trial-procedure requirement with express impeachment exception; source atom is the adjudicated merged pair."
"US-CM-000180","US-CONST-ATOM-000180","F6","A covered criminal trial must be held in the State where the crime was committed.","Trial venue under this clause is not constitutionally established in a different State when the crime was committed within a State.","UNITED-STATES/FEDERAL/CRIMINAL-TRIAL/VENUE","UNASSESSED","UNASSESSED","Express territorial venue rule."
"US-CM-000181","US-CONST-ATOM-000181","F6","When a covered crime is not committed within any State, Congress may by law direct the place or places of trial.","Trial venue outside a State under this clause is not established independently of the congressionally directed venue mechanism.","UNITED-STATES/FEDERAL/CRIMINAL-TRIAL/OUTSIDE-STATE-VENUE","UNASSESSED","UNASSESSED","Territorial venue rule for crimes not committed within a State."
"US-CM-000182","US-CONST-ATOM-000182","F3","Treason against the United States is constitutionally limited to levying war against them or adhering to their enemies by giving aid and comfort.","Conduct outside the constitutionally stated treason categories is not established as treason by this clause.","UNITED-STATES/TREASON/DEFINITION","UNASSESSED","UNASSESSED","Constitutionally bounded offense definition."
"US-CM-000183","US-CONST-ATOM-000183","F3","A treason conviction requires either testimony of two witnesses to the same overt act or confession in open court.","A treason conviction is not established under this source without one of the expressly stated evidentiary paths.","UNITED-STATES/TREASON/CONVICTION-EVIDENCE","UNASSESSED","UNASSESSED","Alternative evidentiary threshold."
"US-CM-000184","US-CONST-ATOM-000184","F3","Congress is granted power to declare the punishment of treason.","The punishment authority established by this clause is bounded to treason.","UNITED-STATES/CONGRESS/TREASON-PUNISHMENT","UNASSESSED","UNASSESSED","Enumerated punishment authority."
"US-CM-000185","US-CONST-ATOM-000185","F5","An attainder of treason may not produce corruption of blood.","Corruption of blood resulting from attainder of treason is prohibited.","UNITED-STATES/TREASON/CORRUPTION-OF-BLOOD","UNASSESSED","UNASSESSED","Explicit punishment-effect prohibition."
"US-CM-000186","US-CONST-ATOM-000186","F5","Forfeiture resulting from attainder of treason may not extend beyond the life of the person attainted.","Forfeiture extending beyond the attainted person's life is prohibited by this source.","UNITED-STATES/TREASON/FORFEITURE","UNASSESSED","UNASSESSED","Explicit temporal limit on punishment effect."
"US-CM-000187","US-CONST-ATOM-000187","F6","Each State must give full faith and credit to the public acts, records, and judicial proceedings of every other State.","Covered acts, records, and proceedings do not lose interstate constitutional applicability merely because they originate in another State.","UNITED-STATES/STATES/FULL-FAITH-CREDIT","UNASSESSED","UNASSESSED","Interstate constitutional applicability rule."
"US-CM-000188","US-CONST-ATOM-000188","F3","Congress may by general laws prescribe the manner in which State acts, records, and judicial proceedings are proved.","The source does not establish an unbounded congressional function beyond prescribing the proof manner for the identified interstate materials.","UNITED-STATES/CONGRESS/FULL-FAITH-CREDIT/PROOF","UNASSESSED","UNASSESSED","Enumerated evidentiary-rule authority."
"US-CM-000189","US-CONST-ATOM-000189","F3","Congress may prescribe the effect of the State acts, records, and judicial proceedings covered by the Full Faith and Credit mechanism.","Congressional authority established here remains bounded to prescribing the effect of the identified interstate materials.","UNITED-STATES/CONGRESS/FULL-FAITH-CREDIT/EFFECT","UNASSESSED","UNASSESSED","Enumerated effect-rule authority inherited from parent sentence."
"US-CM-000190","US-CONST-ATOM-000190","F6","Citizens of each State are entitled to the privileges and immunities of citizens in the several States.","Interstate State jurisdiction does not eliminate the cross-State constitutional entitlement stated by this clause.","UNITED-STATES/STATES/PRIVILEGES-IMMUNITIES","UNASSESSED","UNASSESSED","Interstate applicability mechanism."
"US-CM-000191","US-CONST-ATOM-000191","F6","A person charged with crime who flees from one State to another must, upon demand of the executive authority of the originating State, be delivered to the State having jurisdiction of the crime.","Interstate transfer under this clause is conditioned on the identified charge, flight, executive demand, and originating criminal jurisdiction.","UNITED-STATES/STATES/EXTRADITION","UNASSESSED","UNASSESSED","Interstate jurisdiction and delivery mechanism."
"US-CM-000192","US-CONST-ATOM-000192","F5","Under the original source text, a person held to service or labour who escaped into another State could not be discharged from that service by the law or regulation of the receiving State.","The receiving-State discharge described by this original clause was prohibited by the source text.","UNITED-STATES/STATES/SERVICE-LABOUR/ORIGINAL-TEXT","UNASSESSED","UNASSESSED","Original Article IV text; supersession_status=UNASSESSED; later amendments not reconciled in this wave."
"US-CM-000193","US-CONST-ATOM-000193","F6","Under the original source text, a person held to service or labour escaping into another State was to be delivered on claim of the party to whom the service or labour was due.","The delivery mechanism stated in this original clause depended on the identified interstate escape and claim conditions.","UNITED-STATES/STATES/SERVICE-LABOUR/DELIVERY/ORIGINAL-TEXT","UNASSESSED","UNASSESSED","Original Article IV text with editorial marker; supersession_status=UNASSESSED."
"US-CM-000194","US-CONST-ATOM-000194","F3","Congress may admit new States into the Union.","The source establishes new-State admission authority in Congress rather than an unidentified principal.","UNITED-STATES/CONGRESS/NEW-STATE-ADMISSION","UNASSESSED","UNASSESSED","Enumerated admission power."
"US-CM-000195","US-CONST-ATOM-000195","F5","A new State may not be formed or erected within the jurisdiction of another State under the prohibited condition stated in this clause.","Formation of a new State within another State's jurisdiction is constitutionally prohibited except as separately conditioned by the following consent mechanism.","UNITED-STATES/STATES/NEW-STATE-FORMATION","UNASSESSED","UNASSESSED","Negative territorial constraint read with the following consent clause."
"US-CM-000196","US-CONST-ATOM-000196","F4","Formation of a State by joining two or more States or parts of States requires consent of the legislatures of the States concerned and Congress.","The identified State-formation action is not authorized without both affected-State legislative consent and congressional consent.","UNITED-STATES/FEDERAL-STATE/NEW-STATE-CONSENT","UNASSESSED","UNASSESSED","Explicit federal-State concurrence requirement."
"US-CM-000197","US-CONST-ATOM-000197","F3","Congress is granted power to dispose of territory or other property belonging to the United States.","The disposal authority established here is bounded to United States territory or property.","UNITED-STATES/CONGRESS/FEDERAL-PROPERTY/DISPOSITION","UNASSESSED","UNASSESSED","Enumerated property authority; governing object continues into adjacent atom."
"US-CM-000198","US-CONST-ATOM-000198","F3","Congress may make needful rules and regulations respecting territory or other property belonging to the United States.","The regulatory authority established here is bounded to United States territory and property.","UNITED-STATES/CONGRESS/FEDERAL-PROPERTY/REGULATION","UNASSESSED","UNASSESSED","Enumerated territorial and property regulation authority."
"US-CM-000199","US-CONST-ATOM-000199","F5","The Constitution may not be construed so as to prejudice claims of the United States or any particular State.","A constitutional construction that prejudices the identified federal or State claims is prohibited by this source.","UNITED-STATES/FEDERAL-STATE/PROPERTY-CLAIMS","UNASSESSED","UNASSESSED","Explicit interpretive negative constraint."
"US-CM-000200","US-CONST-ATOM-000200","F3","The United States must guarantee every State in the Union a republican form of government.","The federal guarantee duty established by this clause is not satisfied by omission of the identified guarantee.","UNITED-STATES/FEDERAL-STATE/REPUBLICAN-GOVERNMENT-GUARANTEE","UNASSESSED","UNASSESSED","Affirmative intergovernmental constitutional duty."
"US-CM-000201","US-CONST-ATOM-000201","F3","The United States must protect each State against invasion.","The federal protection duty established by this clause is not conditioned on a State application.","UNITED-STATES/FEDERAL-STATE/INVASION-PROTECTION","UNASSESSED","UNASSESSED","Affirmative federal protection duty."
"US-CM-000202","US-CONST-ATOM-000202","F3","The United States must protect a State against domestic violence upon application of its legislature or, when the legislature cannot be convened, its executive.","The domestic-violence protection mechanism under this clause is not triggered absent the constitutionally identified State application pathway.","UNITED-STATES/FEDERAL-STATE/DOMESTIC-VIOLENCE-PROTECTION","UNASSESSED","UNASSESSED","Condition-triggered intergovernmental protection duty."
"US-CM-000203","US-CONST-ATOM-000203","F7","Congress may propose constitutional amendments when two thirds of both Houses deem amendment necessary.","Congressional proposal through this pathway is not authorized below the stated two-thirds threshold in both Houses.","UNITED-STATES/CONSTITUTION/AMENDMENT/CONGRESSIONAL-PROPOSAL","UNASSESSED","UNASSESSED","Controlled constitutional mutation pathway."
"US-CM-000204","US-CONST-ATOM-000204","F7","Congress must call a convention for proposing amendments upon application of the legislatures of two thirds of the States.","The convention-calling duty is not triggered below the stated two-thirds-of-States application threshold.","UNITED-STATES/CONSTITUTION/AMENDMENT/CONVENTION-PROPOSAL","UNASSESSED","UNASSESSED","Alternative controlled constitutional mutation pathway."
"US-CM-000205","US-CONST-ATOM-000205","F7","A proposed amendment becomes valid as part of the Constitution when ratified by legislatures of three fourths of the States or conventions in three fourths thereof.","A proposed amendment does not become constitutionally valid under this source below the stated three-fourths ratification threshold.","UNITED-STATES/CONSTITUTION/AMENDMENT/RATIFICATION","UNASSESSED","UNASSESSED","Constitutional state transition conditioned on supermajority ratification."
"US-CM-000206","US-CONST-ATOM-000206","F7","Congress may select which constitutionally authorized ratification mode applies to a proposed amendment.","The ratification mode is not selected by an unidentified actor under this source mechanism.","UNITED-STATES/CONSTITUTION/AMENDMENT/RATIFICATION-MODE","UNASSESSED","UNASSESSED","Controlled mutation procedure governing ratification pathway."
"US-CM-000207","US-CONST-ATOM-000207","F7","Before 1808, the amendment power could not affect the first and fourth clauses of Article I Section 9.","A pre-1808 amendment affecting either protected clause was prohibited by this constitutional mutation constraint.","UNITED-STATES/CONSTITUTION/AMENDMENT/PRE-1808-LIMIT","UNASSESSED","UNASSESSED","Historical temporal constraint on amendment authority."
"US-CM-000208","US-CONST-ATOM-000208","F7","No State may be deprived of equal suffrage in the Senate without that State's consent.","Constitutional mutation depriving a State of equal Senate suffrage without its consent is prohibited.","UNITED-STATES/CONSTITUTION/AMENDMENT/EQUAL-SUFFRAGE","UNASSESSED","UNASSESSED","Entrenched amendment constraint requiring affected-State consent."
"US-CM-000209","US-CONST-ATOM-000209","F3","Debts and engagements entered into before adoption of the Constitution remain valid against the United States under the Constitution as under the Confederation.","Adoption of the Constitution does not by itself invalidate the identified preexisting federal debts and engagements.","UNITED-STATES/CONSTITUTION/CONTINUITY/PREEXISTING-OBLIGATIONS","UNASSESSED","UNASSESSED","Constitutional continuity-of-obligation rule."
"US-CM-000210","US-CONST-ATOM-000210","F3","The Constitution and laws of the United States made in pursuance of it participate in the constitutional supremacy rule.","A federal enactment is not brought within this source's supremacy formulation merely by being federal; the text requires laws made in pursuance of the Constitution.","UNITED-STATES/SUPREMACY/CONSTITUTION-FEDERAL-LAWS","UNASSESSED","UNASSESSED","Source-preserved Pursuance requirement; effect completed by adjacent supremacy text."
"US-CM-000211","US-CONST-ATOM-000211","F3","Treaties made under the authority of the United States participate in the supreme law of the land.","Treaty supremacy under this source depends on the stated United States authority condition.","UNITED-STATES/SUPREMACY/TREATIES","UNASSESSED","UNASSESSED","Supremacy effect applied to constitutionally identified treaty authority."
"US-CM-000212","US-CONST-ATOM-000212","F3","Judges in every State are bound by the supreme-law rule notwithstanding contrary provisions in State constitutions or laws.","A contrary State constitution or law does not displace the binding federal supremacy rule established by this source.","UNITED-STATES/SUPREMACY/STATE-JUDGES","UNASSESSED","UNASSESSED","Binding-effect and priority mechanism; no judicial-review doctrine imported."
"US-CM-000213","US-CONST-ATOM-000213","F3","Federal and State legislators and federal and State executive and judicial officers must be bound by oath or affirmation to support the Constitution.","Covered public officers are not exempted by this source from the required constitutional oath or affirmation.","UNITED-STATES/FEDERAL-STATE/OATH-SUPPORT","UNASSESSED","UNASSESSED","Cross-jurisdiction constitutional support duty."
"US-CM-000214","US-CONST-ATOM-000214","F5","No religious test may ever be required as a qualification for office or public trust under the United States.","Imposition of a religious qualification for covered federal office or public trust is prohibited.","UNITED-STATES/FEDERAL/OFFICE/RELIGIOUS-TEST","UNASSESSED","UNASSESSED","Explicit qualification prohibition."
"US-CM-000215","US-CONST-ATOM-000215","F4","Ratification by conventions of nine States is sufficient to establish the Constitution between the States ratifying it.","Establishment under Article VII is not achieved below the stated nine-State ratification threshold and does not extend by this clause beyond ratifying States.","UNITED-STATES/CONSTITUTION/ESTABLISHMENT-RATIFICATION","UNASSESSED","UNASSESSED","Thresholded multi-State establishment mechanism with bounded ratifying-State effect."
"US-CM-000216","US-AM-ATOM-000001","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: Congress shall make no law respecting an establishment of religion","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/CONGRESS/RIGHTS/RELIGION/ESTABLISHMENT","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000001; source_construction=US-AM-ATOM-CAND-000001; amendment=1; section=; child=1/6."
"US-CM-000217","US-AM-ATOM-000002","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: or prohibiting the free exercise thereof","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/CONGRESS/RIGHTS/RELIGION/FREE-EXERCISE","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000001; source_construction=US-AM-ATOM-CAND-000001; amendment=1; section=; child=2/6."
"US-CM-000218","US-AM-ATOM-000003","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: or abridging the freedom of speech","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/CONGRESS/RIGHTS/SPEECH","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000001; source_construction=US-AM-ATOM-CAND-000001; amendment=1; section=; child=3/6."
"US-CM-000219","US-AM-ATOM-000004","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: or of the press","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/CONGRESS/RIGHTS/PRESS","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000001; source_construction=US-AM-ATOM-CAND-000001; amendment=1; section=; child=4/6."
"US-CM-000220","US-AM-ATOM-000005","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: or the right of the people peaceably to assemble","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/CONGRESS/RIGHTS/ASSEMBLY","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000001; source_construction=US-AM-ATOM-CAND-000001; amendment=1; section=; child=5/6."
"US-CM-000221","US-AM-ATOM-000006","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: and to petition the Government for a redress of grievances.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/CONGRESS/RIGHTS/PETITION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000001; source_construction=US-AM-ATOM-CAND-000001; amendment=1; section=; child=6/6."
"US-CM-000222","US-AM-ATOM-000007","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/RIGHTS/KEEP-BEAR-ARMS","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000002; source_construction=US-AM-ATOM-CAND-000002; amendment=2; section=; child=1/1."
"US-CM-000223","US-AM-ATOM-000008","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: No Soldier shall, in time of peace be quartered in any house, without the consent of the Owner","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/SOLDIER-QUARTERING/PEACE","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000003; source_construction=US-AM-ATOM-CAND-000003; amendment=3; section=; child=1/2."
"US-CM-000224","US-AM-ATOM-000009","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: nor in time of war, but in a manner to be prescribed by law.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/SOLDIER-QUARTERING/WAR","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000003; source_construction=US-AM-ATOM-CAND-000003; amendment=3; section=; child=2/2."
"US-CM-000225","US-AM-ATOM-000010","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: The right of the people to be secure in their persons, houses, papers, and effects, against unreasonable searches and seizures, shall not be violated","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/SEARCH-SEIZURE/UNREASONABLE","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000004; source_construction=US-AM-ATOM-CAND-000004; amendment=4; section=; child=1/2."
"US-CM-000226","US-AM-ATOM-000011","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: and no Warrants shall issue, but upon probable cause, supported by Oath or affirmation, and particularly describing the place to be searched, and the persons or things to be seized.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/WARRANTS/ISSUANCE-CONDITIONS","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000004; source_construction=US-AM-ATOM-CAND-000004; amendment=4; section=; child=2/2."
"US-CM-000227","US-AM-ATOM-000012","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: No person shall be held to answer for a capital, or otherwise infamous crime, unless on a presentment or indictment of a Grand Jury, except in cases arising in the land or naval forces, or in the Militia, when in actual service in time of War or public danger","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/CRIMINAL/GRAND-JURY","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000005; source_construction=US-AM-ATOM-CAND-000005; amendment=5; section=; child=1/5."
"US-CM-000228","US-AM-ATOM-000013","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: nor shall any person be subject for the same offence to be twice put in jeopardy of life or limb","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/CRIMINAL/DOUBLE-JEOPARDY","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000005; source_construction=US-AM-ATOM-CAND-000005; amendment=5; section=; child=2/5."
"US-CM-000229","US-AM-ATOM-000014","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: nor shall be compelled in any criminal case to be a witness against himself,","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/CRIMINAL/SELF-INCRIMINATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000005; source_construction=US-AM-ATOM-CAND-000005; amendment=5; section=; child=3/5."
"US-CM-000230","US-AM-ATOM-000015","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: nor be deprived of life, liberty, or property, without due process of law","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/DUE-PROCESS/LIFE-LIBERTY-PROPERTY","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000005; source_construction=US-AM-ATOM-CAND-000005; amendment=5; section=; child=4/5."
"US-CM-000231","US-AM-ATOM-000016","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: nor shall private property be taken for public use, without just compensation.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/TAKINGS/PUBLIC-USE/JUST-COMPENSATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000005; source_construction=US-AM-ATOM-CAND-000005; amendment=5; section=; child=5/5."
"US-CM-000232","US-AM-ATOM-000017","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: In all criminal prosecutions, the accused shall enjoy the right to a speedy and public trial","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CRIMINAL/TRIAL/SPEEDY-PUBLIC","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000006; source_construction=US-AM-ATOM-CAND-000006; amendment=6; section=; child=1/6."
"US-CM-000233","US-AM-ATOM-000018","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: by an impartial jury of the State and district wherein the crime shall have been committed, which district shall have been previously ascertained by law","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CRIMINAL/JURY/VENUE","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000006; source_construction=US-AM-ATOM-CAND-000006; amendment=6; section=; child=2/6."
"US-CM-000234","US-AM-ATOM-000019","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and to be informed of the nature and cause of the accusation","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CRIMINAL/ACCUSATION/NOTICE","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000006; source_construction=US-AM-ATOM-CAND-000006; amendment=6; section=; child=3/6."
"US-CM-000235","US-AM-ATOM-000020","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: to be confronted with the witnesses against him","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CRIMINAL/WITNESS-CONFRONTATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000006; source_construction=US-AM-ATOM-CAND-000006; amendment=6; section=; child=4/6."
"US-CM-000236","US-AM-ATOM-000021","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: to have compulsory process for obtaining witnesses in his favor","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CRIMINAL/COMPULSORY-PROCESS","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000006; source_construction=US-AM-ATOM-CAND-000006; amendment=6; section=; child=5/6."
"US-CM-000237","US-AM-ATOM-000022","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: and to have the Assistance of Counsel for his defence.","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CRIMINAL/ASSISTANCE-OF-COUNSEL","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000006; source_construction=US-AM-ATOM-CAND-000006; amendment=6; section=; child=6/6."
"US-CM-000238","US-AM-ATOM-000023","F3","The Constitution establishes this scoped power, duty, qualification, or procedural rule: In Suits at common law, where the value in controversy shall exceed twenty dollars, the right of trial by jury shall be preserved","The scoped power, duty, qualification, or procedure is not established outside the conditions and limits stated by this source.","UNITED-STATES/CIVIL/JURY-TRIAL","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000007; source_construction=US-AM-ATOM-CAND-000007; amendment=7; section=; child=1/2."
"US-CM-000239","US-AM-ATOM-000024","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: and no fact tried by a jury, shall be otherwise re-examined in any Court of the United States, than according to the rules of the common law.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/CIVIL/JURY-FACT-REEXAMINATION","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000007; source_construction=US-AM-ATOM-CAND-000007; amendment=7; section=; child=2/2."
"US-CM-000240","US-AM-ATOM-000025","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: Excessive bail shall not be required","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/BAIL/EXCESSIVE","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000008; source_construction=US-AM-ATOM-CAND-000008; amendment=8; section=; child=1/3."
"US-CM-000241","US-AM-ATOM-000026","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: nor excessive fines imposed","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/FINES/EXCESSIVE","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000008; source_construction=US-AM-ATOM-CAND-000008; amendment=8; section=; child=2/3."
"US-CM-000242","US-AM-ATOM-000027","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: nor cruel and unusual punishments inflicted.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/PUNISHMENT/CRUEL-UNUSUAL","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; parent context required; generation_unit=US-AM-MECH-UNIT-000008; source_construction=US-AM-ATOM-CAND-000008; amendment=8; section=; child=3/3."
"US-CM-000243","US-AM-ATOM-000028","F5","The Constitution establishes this prohibition, right-protection, or negative constraint: The enumeration in the Constitution, of certain rights, shall not be construed to deny or disparage others retained by the people.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","UNITED-STATES/RIGHTS/UNENUMERATED","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000009; source_construction=US-AM-ATOM-CAND-000009; amendment=9; section=; child=1/1."
"US-CM-000244","US-AM-ATOM-000029","F6","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: The powers not delegated to the United States by the Constitution, nor prohibited by it to the States, are reserved to the States respectively, or to the people.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","UNITED-STATES/FEDERALISM/RESERVED-POWERS","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000010; source_construction=US-AM-ATOM-CAND-000010; amendment=10; section=; child=1/1."
"US-CM-000245","US-AM-ATOM-000030","F6","The Constitution establishes this jurisdictional, federalism, status, or allocation boundary: The Judicial power of the United States shall not be construed to extend to any suit in law or equity, commenced or prosecuted against one of the United States by Citizens of another State, or by Citizens or Subjects of any Foreign State.","The constitutional effect is not established outside the source-defined jurisdiction, status, allocation, or federalism boundary.","UNITED-STATES/JUDICIAL-POWER/STATE-SOVEREIGNTY","UNASSESSED","UNASSESSED","Amendment source-derived mechanism; context independent; generation_unit=US-AM-MECH-UNIT-000011; source_construction=US-AM-ATOM-CAND-000011; amendment=11; section=; child=1/1."
